teacher,classcode,c,d,e,f,g,h
tch_20200511-154110_1723,class_20200511-154110_1723,QvJZ-oxmB,,,,,
tch_20200511-154110_1724,class_20200511-154110_1724,eL26-tVE6,,,,,
tch_20200511-154110_1725,class_20200511-154110_1725,dc9n-K6CQ,,,,,
tch_20200511-154110_1726,class_20200511-154110_1726,Mg2Z-K8q8,,,,,
tch_20200511-154110_1727,class_20200511-154110_1727,6Q9K-A9yc,,,,,
tch_20200511-154110_1728,class_20200511-154110_1728,xFR7-4R2f,,,,,
tch_20200511-154110_1730,class_20200511-154110_1730,o94f-692H,,,,,
tch_20200511-154110_1729,class_20200511-154110_1729,7AWM-G6WE,,,,,
tch_20200511-154110_1731,class_20200511-154110_1731,r9bh-7UYU,,,,,
tch_20200511-154110_1734,class_20200511-154110_1734,wd39-H39V,,,,,
tch_20200511-154110_1732,class_20200511-154110_1732,8ZL8-qixR,,,,,
tch_20200511-154110_1733,class_20200511-154110_1733,QeuH-LAc7,,,,,
tch_20200511-154110_1735,class_20200511-154110_1735,cAve-QnXq,,,,,
tch_20200511-154110_1738,class_20200511-154110_1738,ZqiG-By3c,,,,,
tch_20200511-154110_1736,class_20200511-154110_1736,MWUm-UEqJ,,,,,
tch_20200511-154110_1737,class_20200511-154110_1737,H3Je-84Ad,,,,,
tch_20200511-154110_1739,class_20200511-154110_1739,DoaF-M6b7,,,,,
tch_20200511-154110_1740,class_20200511-154110_1740,s87u-7ig9,,,,,
tch_20200511-154110_1742,class_20200511-154110_1742,xLC7-DZrV,,,,,
tch_20200511-154110_1741,class_20200511-154110_1741,NtdG-F3AR,,,,,
tch_20200511-154110_1743,class_20200511-154110_1743,yp7A-TBr9,,,,,
tch_20200511-154110_1744,class_20200511-154110_1744,pkcV-DBag,,,,,
tch_20200511-154110_1745,class_20200511-154110_1745,WL8n-An37,,,,,
tch_20200511-154110_1746,class_20200511-154110_1746,t6Qg-VRPH,,,,,
tch_20200511-154110_1748,class_20200511-154110_1748,424q-8nUX,,,,,
tch_20200511-154110_1747,class_20200511-154110_1747,iJVr-F8aU,,,,,
tch_20200511-154110_1749,class_20200511-154110_1749,367X-VC9L,,,,,
tch_20200511-154110_1750,class_20200511-154110_1750,737p-27mM,,,,,
tch_20200511-154110_1751,class_20200511-154110_1751,xMLg-7K79,,,,,
tch_20200511-154110_1753,class_20200511-154110_1753,FAYE-bHLJ,,,,,
tch_20200511-154110_1752,class_20200511-154110_1752,742b-Jcen,,,,,
tch_20200511-154110_1755,class_20200511-154110_1755,sea4-Yubi,,,,,
tch_20200511-154110_1754,class_20200511-154110_1754,p7L9-4eba,,,,,
tch_20200511-154110_1756,class_20200511-154110_1756,RNpg-iBUC,,,,,
tch_20200511-154110_1757,class_20200511-154110_1757,8vmy-Nr2a,,,,,
tch_20200511-154110_1759,class_20200511-154110_1759,gpus-736c,,,,,
tch_20200511-154110_1758,class_20200511-154110_1758,2L9a-6dEu,,,,,
tch_20200511-154110_1760,class_20200511-154110_1760,29sB-c8na,,,,,
tch_20200511-154110_1761,class_20200511-154110_1761,kyWs-bLUd,,,,,
tch_20200511-154110_1763,class_20200511-154110_1763,GwiH-gov3,,,,,
tch_20200511-154110_1762,class_20200511-154110_1762,LC3N-pfo8,,,,,
tch_20200511-154110_1764,class_20200511-154110_1764,RU8V-aob4,,,,,
tch_20200511-154110_1765,class_20200511-154110_1765,4w2n-BFg8,,,,,
tch_20200511-154110_1766,class_20200511-154110_1766,zoKB-hH93,,,,,
tch_20200511-154110_1767,class_20200511-154110_1767,873y-V2ek,,,,,
tch_20200511-154110_1768,class_20200511-154110_1768,83y3-w363,,,,,
tch_20200511-154110_1769,class_20200511-154110_1769,goKG-dN4z,,,,,
tch_20200511-154110_1772,class_20200511-154110_1772,bAz6-LT2B,,,,,
tch_20200511-154110_1770,class_20200511-154110_1770,Zk37-3pXx,,,,,
tch_20200511-154110_1771,class_20200511-154110_1771,86dC-9zK8,,,,,
tch_20200511-154110_1773,class_20200511-154110_1773,mCT3-vm7R,,,,,
tch_20200511-154110_1775,class_20200511-154110_1775,46FZ-pJkg,,,,,
tch_20200511-154110_1774,class_20200511-154110_1774,nQ9t-3YB3,,,,,
tch_20200511-154110_1776,class_20200511-154110_1776,2sBV-ejbA,,,,,
tch_20200511-154110_1777,class_20200511-154110_1777,8yRc-MJQt,,,,,
tch_20200511-154110_1778,class_20200511-154110_1778,a3T2-Wq8L,,,,,
tch_20200511-154110_1779,class_20200511-154110_1779,8wQq-3hge,,,,,
tch_20200511-154110_1780,class_20200511-154110_1780,839e-Wp2z,,,,,
tch_20200511-154110_1781,class_20200511-154110_1781,TsAF-3b6N,,,,,
tch_20200511-154110_1782,class_20200511-154110_1782,NHZD-4fD3,,,,,
tch_20200511-154110_1783,class_20200511-154110_1783,7FDa-o4uR,,,,,
tch_20200511-154110_1784,class_20200511-154110_1784,gH2F-nGBJ,,,,,
tch_20200511-154110_1785,class_20200511-154110_1785,g67L-GxWj,,,,,
tch_20200511-154110_1786,class_20200511-154110_1786,z4eR-CyZN,,,,,
tch_20200511-154110_1787,class_20200511-154110_1787,M8wD-F694,,,,,
tch_20200511-154110_1788,class_20200511-154110_1788,pwpY-HheC,,,,,
tch_20200511-154110_1789,class_20200511-154110_1789,F9R3-t8Yn,,,,,
tch_20200511-154110_1790,class_20200511-154110_1790,xsRB-3e6A,,,,,
tch_20200511-154110_1792,class_20200511-154110_1792,tyD8-7sT4,,,,,
tch_20200511-154110_1791,class_20200511-154110_1791,ATWu-pGQu,,,,,
tch_20200511-154110_1793,class_20200511-154110_1793,k9xZ-EQrG,,,,,
tch_20200511-154110_1794,class_20200511-154110_1794,zf94-GnrW,,,,,
tch_20200511-154110_1795,class_20200511-154110_1795,Zg3w-L23n,,,,,
tch_20200511-154110_1796,class_20200511-154110_1796,vtY6-XJ8H,,,,,
tch_20200511-154110_1797,class_20200511-154110_1797,LZky-GBWn,,,,,
tch_20200511-154110_1798,class_20200511-154110_1798,Gs7i-KEKm,,,,,
tch_20200511-154110_1799,class_20200511-154110_1799,hZLA-NY92,,,,,
tch_20200511-154110_1800,class_20200511-154110_1800,EAVA-w6YJ,,,,,
tch_20200511-154110_1801,class_20200511-154110_1801,kmd2-ET3w,,,,,
tch_20200511-154110_1802,class_20200511-154110_1802,R6A4-jTJt,,,,,
tch_20200511-154110_1803,class_20200511-154110_1803,K876-Fvnw,,,,,
tch_20200511-154110_1805,class_20200511-154110_1805,xtU6-bYT6,,,,,
tch_20200511-154110_1804,class_20200511-154110_1804,J7FL-KsyU,,,,,
tch_20200511-154110_1806,class_20200511-154110_1806,Qufe-2RTw,,,,,
tch_20200511-154110_1807,class_20200511-154110_1807,7zH9-3DvK,,,,,
tch_20200511-154110_1809,class_20200511-154110_1809,pUoD-HEAt,,,,,
tch_20200511-154110_1808,class_20200511-154110_1808,L7uN-6j3v,,,,,
tch_20200511-154110_1810,class_20200511-154110_1810,afXJ-678V,,,,,
tch_20200511-154110_1811,class_20200511-154110_1811,emgz-u7hX,,,,,
tch_20200511-154110_1813,class_20200511-154110_1813,FhDQ-R8rw,,,,,
tch_20200511-154110_1812,class_20200511-154110_1812,2h2X-ACbc,,,,,
tch_20200511-154110_1814,class_20200511-154110_1814,ntMz-MtHT,,,,,
tch_20200511-154110_1816,class_20200511-154110_1816,s2wx-2UWV,,,,,
tch_20200511-154110_1815,class_20200511-154110_1815,AD2H-6v7e,,,,,
tch_20200511-154110_1817,class_20200511-154110_1817,4amE-9EW4,,,,,
tch_20200511-154110_1819,class_20200511-154110_1819,Jo7k-4GrP,,,,,
tch_20200511-154110_1818,class_20200511-154110_1818,8hDU-auPv,,,,,
tch_20200511-154110_1821,class_20200511-154110_1821,G8ED-vtj7,,,,,
tch_20200511-154110_1820,class_20200511-154110_1820,DBP2-AV8s,,,,,
tch_20200511-154110_1822,class_20200511-154110_1822,X4Ex-f9yn,,,,,
tch_20200511-154110_1823,class_20200511-154110_1823,wLJG-Dtf8,,,,,
tch_20200511-154110_1825,class_20200511-154110_1825,x4G9-xT2L,,,,,
tch_20200511-154110_1824,class_20200511-154110_1824,oqjr-Ui34,,,,,
tch_20200511-154110_1826,class_20200511-154110_1826,9o9W-X4c7,,,,,
tch_20200511-154110_1827,class_20200511-154110_1827,pA26-3c79,,,,,
tch_20200511-154110_1828,class_20200511-154110_1828,Td3p-eaV3,,,,,
tch_20200511-154110_1830,class_20200511-154110_1830,fvJE-i48m,,,,,
tch_20200511-154110_1829,class_20200511-154110_1829,ziE6-Wtg4,,,,,
tch_20200511-154110_1831,class_20200511-154110_1831,E4R2-hLiD,,,,,
tch_20200511-154110_1832,class_20200511-154110_1832,VtRf-yrBt,,,,,
tch_20200511-154110_1833,class_20200511-154110_1833,6Eh8-34z2,,,,,
tch_20200511-154110_1835,class_20200511-154110_1835,w3sv-MHJ7,,,,,
tch_20200511-154110_1834,class_20200511-154110_1834,rJKf-934E,,,,,
tch_20200511-154110_1837,class_20200511-154110_1837,psgi-63vw,,,,,
tch_20200511-154110_1836,class_20200511-154110_1836,vnk6-VgrT,,,,,
tch_20200511-154110_1838,class_20200511-154110_1838,h64G-p8h3,,,,,
tch_20200511-154110_1839,class_20200511-154110_1839,9Wjv-R9vc,,,,,
tch_20200511-154110_1841,class_20200511-154110_1841,3k6w-hNT3,,,,,
tch_20200511-154110_1840,class_20200511-154110_1840,9ZyG-fY8g,,,,,
tch_20200511-154110_1843,class_20200511-154110_1843,8Y3i-J4rL,,,,,
tch_20200511-154110_1842,class_20200511-154110_1842,f2ex-yMEC,,,,,
tch_20200511-154110_1844,class_20200511-154110_1844,F29V-3gn3,,,,,
tch_20200511-154110_1845,class_20200511-154110_1845,4M78-p86d,,,,,
tch_20200511-154110_1846,class_20200511-154110_1846,3x3u-muYm,,,,,
tch_20200511-154110_1848,class_20200511-154110_1848,p2vs-4hof,,,,,
tch_20200511-154110_1847,class_20200511-154110_1847,RGKN-Qzih,,,,,
tch_20200511-154110_1849,class_20200511-154110_1849,YZgH-opAE,,,,,
tch_20200511-154110_1851,class_20200511-154110_1851,y3P3-8vFJ,,,,,
tch_20200511-154110_1850,class_20200511-154110_1850,gp9E-23fM,,,,,
tch_20200511-154110_1852,class_20200511-154110_1852,bhZ8-F6zG,,,,,
tch_20200511-154110_1853,class_20200511-154110_1853,97zC-chpk,,,,,
tch_20200511-154110_1854,class_20200511-154110_1854,UKT4-9Adf,,,,,
tch_20200511-154110_1855,class_20200511-154110_1855,oL7F-86gW,,,,,
tch_20200511-154110_1856,class_20200511-154110_1856,Eika-2uhz,,,,,
tch_20200511-154110_1857,class_20200511-154110_1857,aDai-G7Hn,,,,,
tch_20200511-154110_1858,class_20200511-154110_1858,P7kc-29if,,,,,
tch_20200511-154110_1859,class_20200511-154110_1859,RQ8r-EaCL,,,,,
tch_20200511-154110_1860,class_20200511-154110_1860,TFRe-Yu84,,,,,
tch_20200511-154110_1861,class_20200511-154110_1861,FQM2-Ufgh,,,,,
tch_20200511-154110_1863,class_20200511-154110_1863,NrvD-FTb4,,,,,
tch_20200511-154110_1862,class_20200511-154110_1862,Zw9D-eo7V,,,,,
tch_20200511-154110_1864,class_20200511-154110_1864,fWwx-9KX9,,,,,
tch_20200511-154110_1865,class_20200511-154110_1865,93v7-qP2f,,,,,
tch_20200511-154110_1866,class_20200511-154110_1866,w64M-Hyrt,,,,,
tch_20200511-154110_1868,class_20200511-154110_1868,VnaG-vHZJ,,,,,
tch_20200511-154110_1869,class_20200511-154110_1869,3Ppe-Ba2Q,,,,,
tch_20200511-154110_1867,class_20200511-154110_1867,8Boc-zNgv,,,,,
tch_20200511-154110_1871,class_20200511-154110_1871,ywY9-ae8p,,,,,
tch_20200511-154110_1870,class_20200511-154110_1870,YD6B-7ND9,,,,,
tch_20200511-154110_1872,class_20200511-154110_1872,8d9E-coY4,,,,,
tch_20200511-154110_1873,class_20200511-154110_1873,HU3a-8fC8,,,,,
tch_20200511-154110_1874,class_20200511-154110_1874,QrFs-Nciz,,,,,
tch_20200511-154110_1875,class_20200511-154110_1875,sK97-W67U,,,,,
tch_20200511-154110_1877,class_20200511-154110_1877,aE96-Vw4H,,,,,
tch_20200511-154110_1876,class_20200511-154110_1876,ZWwj-8peR,,,,,
tch_20200511-154110_1878,class_20200511-154110_1878,9hUg-EQ2W,,,,,
tch_20200511-154110_1880,class_20200511-154110_1880,3tFt-fd7a,,,,,
tch_20200511-154110_1879,class_20200511-154110_1879,o6av-o8DM,,,,,
tch_20200511-154110_1881,class_20200511-154110_1881,2Yb7-riCF,,,,,
tch_20200511-154110_1883,class_20200511-154110_1883,rth7-8jgj,,,,,
tch_20200511-154110_1882,class_20200511-154110_1882,p9Y7-4diD,,,,,
tch_20200511-154110_1884,class_20200511-154110_1884,L2qT-pxiv,,,,,
tch_20200511-154110_1885,class_20200511-154110_1885,3o7F-dn3M,,,,,
tch_20200511-154110_1886,class_20200511-154110_1886,wqJh-a6Fs,,,,,
tch_20200511-154110_1887,class_20200511-154110_1887,u84t-9gE4,,,,,
tch_20200511-154110_1888,class_20200511-154110_1888,34P4-F4R8,,,,,
tch_20200511-154110_1889,class_20200511-154110_1889,3t6E-xLvo,,,,,
tch_20200511-154110_1890,class_20200511-154110_1890,3c29-6Z94,,,,,
tch_20200511-154110_1892,class_20200511-154110_1892,W3Xx-ZdH8,,,,,
tch_20200511-154110_1891,class_20200511-154110_1891,K9U8-Vpu2,,,,,
tch_20200511-154110_1893,class_20200511-154110_1893,6HCz-pjJy,,,,,
tch_20200511-154110_1894,class_20200511-154110_1894,2z4a-x4fn,,,,,
tch_20200511-154110_1896,class_20200511-154110_1896,8Q27-ijPY,,,,,
tch_20200511-154110_1895,class_20200511-154110_1895,adRv-Duc3,,,,,
tch_20200511-154110_1897,class_20200511-154110_1897,9sA6-4m9h,,,,,
tch_20200511-154110_1898,class_20200511-154110_1898,4ZuL-De9E,,,,,
tch_20200511-154110_1901,class_20200511-154110_1901,9GF3-oq64,,,,,
tch_20200511-154110_1899,class_20200511-154110_1899,7JTE-24a4,,,,,
tch_20200511-154110_1900,class_20200511-154110_1900,naMK-NumF,,,,,
tch_20200511-154110_1902,class_20200511-154110_1902,iuLX-sfab,,,,,
tch_20200511-154110_1903,class_20200511-154110_1903,8YJ6-E63h,,,,,
tch_20200511-154110_1904,class_20200511-154110_1904,BKyz-7964,,,,,
tch_20200511-154110_1905,class_20200511-154110_1905,t4gf-4J4e,,,,,
tch_20200511-154110_1906,class_20200511-154110_1906,uL38-74HR,,,,,
tch_20200511-154110_1907,class_20200511-154110_1907,2UvR-wWy9,,,,,
tch_20200511-154110_1908,class_20200511-154110_1908,73HL-mQx4,,,,,
tch_20200511-154110_1909,class_20200511-154110_1909,sq4q-x38n,,,,,
tch_20200511-154110_1911,class_20200511-154110_1911,Ke9F-M7nG,,,,,
tch_20200511-154110_1910,class_20200511-154110_1910,kXx9-3x9L,,,,,
tch_20200511-154110_1912,class_20200511-154110_1912,QLX3-deu7,,,,,
tch_20200511-154110_1913,class_20200511-154110_1913,9m8h-4zAj,,,,,
tch_20200511-154110_1914,class_20200511-154110_1914,3TRx-9W39,,,,,
tch_20200511-154110_1915,class_20200511-154110_1915,z26o-EhnQ,,,,,
tch_20200511-154110_1916,class_20200511-154110_1916,26zA-s97u,,,,,
tch_20200511-154110_1917,class_20200511-154110_1917,NqYU-7p2b,,,,,
tch_20200511-154110_1919,class_20200511-154110_1919,orJR-3Jrg,,,,,
tch_20200511-154110_1918,class_20200511-154110_1918,q9RF-tDL3,,,,,
tch_20200511-154110_1920,class_20200511-154110_1920,jcq6-EvpM,,,,,
tch_20200511-154110_1922,class_20200511-154110_1922,4faR-uKh9,,,,,
tch_20200511-154110_1921,class_20200511-154110_1921,mity-zD2T,,,,,
tch_20200511-154110_1923,class_20200511-154110_1923,kXdV-NZ3Q,,,,,
tch_20200511-154110_1924,class_20200511-154110_1924,rWqW-p46e,,,,,
tch_20200511-154110_1925,class_20200511-154110_1925,dAV3-8RUK,,,,,
tch_20200511-154110_1926,class_20200511-154110_1926,LQpq-kfGb,,,,,
tch_20200511-154110_1927,class_20200511-154110_1927,E8ZV-kHE4,,,,,
tch_20200511-154110_1928,class_20200511-154110_1928,o783-7vAQ,,,,,
tch_20200511-154110_1929,class_20200511-154110_1929,qv36-knJz,,,,,
tch_20200511-154110_1931,class_20200511-154110_1931,e7u4-d347,,,,,
tch_20200511-154110_1930,class_20200511-154110_1930,jf3i-Ao6q,,,,,
tch_20200511-154110_1932,class_20200511-154110_1932,JUL6-txaT,,,,,
tch_20200511-154110_1933,class_20200511-154110_1933,Jx4E-MZRq,,,,,
tch_20200511-154110_1935,class_20200511-154110_1935,3xAT-9AEW,,,,,
tch_20200511-154110_1934,class_20200511-154110_1934,z9Au-GVYq,,,,,
tch_20200511-154110_1936,class_20200511-154110_1936,tD9t-9r8J,,,,,
tch_20200511-154110_1937,class_20200511-154110_1937,Zu4y-vrJz,,,,,
tch_20200511-154110_1938,class_20200511-154110_1938,RyRd-94TD,,,,,
tch_20200511-154110_1939,class_20200511-154110_1939,8a3K-tLdy,,,,,
tch_20200511-154110_1940,class_20200511-154110_1940,xBus-anUq,,,,,
tch_20200511-154110_1941,class_20200511-154110_1941,AyGZ-BAvx,,,,,
tch_20200511-154110_1942,class_20200511-154110_1942,z62v-fm3U,,,,,
tch_20200511-154110_1943,class_20200511-154110_1943,Wwbx-2F6d,,,,,
tch_20200511-154110_1944,class_20200511-154110_1944,bzrs-e3EX,,,,,
tch_20200511-154110_1947,class_20200511-154110_1947,TEug-2VWP,,,,,
tch_20200511-154110_1945,class_20200511-154110_1945,HNL6-YsJL,,,,,
tch_20200511-154110_1946,class_20200511-154110_1946,YF9B-oCWs,,,,,
tch_20200511-154110_1948,class_20200511-154110_1948,aDcH-4Xyg,,,,,
tch_20200511-154110_1949,class_20200511-154110_1949,rKGL-zH8y,,,,,
tch_20200511-154110_1950,class_20200511-154110_1950,7Pv7-gZHq,,,,,
tch_20200511-154110_1951,class_20200511-154110_1951,68Hh-yc37,,,,,
tch_20200511-154110_1952,class_20200511-154110_1952,Xbxa-i793,,,,,
tch_20200511-154110_1954,class_20200511-154110_1954,JvM6-iD3m,,,,,
tch_20200511-154110_1953,class_20200511-154110_1953,BgCo-vnE8,,,,,
tch_20200511-154110_1956,class_20200511-154110_1956,3U8A-ExBX,,,,,
tch_20200511-154110_1955,class_20200511-154110_1955,Bqun-3Dc8,,,,,
tch_20200511-154110_1957,class_20200511-154110_1957,aN2Q-3CQm,,,,,
tch_20200511-154110_1958,class_20200511-154110_1958,32Lm-2zbd,,,,,
tch_20200511-154110_1959,class_20200511-154110_1959,Az2g-pHE9,,,,,
tch_20200511-154110_1960,class_20200511-154110_1960,bVn4-2QpK,,,,,
tch_20200511-154110_1961,class_20200511-154110_1961,8XCR-ay6s,,,,,
tch_20200511-154110_1962,class_20200511-154110_1962,6pwk-coHD,,,,,
tch_20200511-154110_1963,class_20200511-154110_1963,ETuM-ibfP,,,,,
tch_20200511-154110_1964,class_20200511-154110_1964,ewBL-ws6p,,,,,
tch_20200511-154110_1966,class_20200511-154110_1966,wL7x-NAJa,,,,,
tch_20200511-154110_1965,class_20200511-154110_1965,3u4q-rt2Y,,,,,
tch_20200511-154110_1967,class_20200511-154110_1967,nL3E-4cfw,,,,,
tch_20200511-154110_1968,class_20200511-154110_1968,URiL-y6zW,,,,,
tch_20200511-154110_1969,class_20200511-154110_1969,3wcC-f62C,,,,,
tch_20200511-154110_1970,class_20200511-154110_1970,4e63-A9w8,,,,,
tch_20200511-154110_1971,class_20200511-154110_1971,FYV2-d9WT,,,,,
tch_20200511-154110_1972,class_20200511-154110_1972,96oc-3E49,,,,,
tch_20200511-154110_1973,class_20200511-154110_1973,U3tq-r4pQ,,,,,
tch_20200511-154110_1974,class_20200511-154110_1974,C9VH-87ag,,,,,
tch_20200511-154110_1975,class_20200511-154110_1975,4aKZ-o9b8,,,,,
tch_20200511-154110_1976,class_20200511-154110_1976,mL2C-YJa6,,,,,
tch_20200511-154110_1977,class_20200511-154110_1977,BVJa-swzw,,,,,
tch_20200511-154110_1978,class_20200511-154110_1978,s2ZL-vxXv,,,,,
tch_20200511-154110_1979,class_20200511-154110_1979,94zh-8yuG,,,,,
tch_20200511-154110_1980,class_20200511-154110_1980,RvP8-H27Z,,,,,
tch_20200511-154110_1981,class_20200511-154110_1981,HG4G-DEaz,,,,,
tch_20200511-154110_1982,class_20200511-154110_1982,2wsN-vfgq,,,,,
tch_20200511-154110_1983,class_20200511-154110_1983,U9qm-YfvM,,,,,
tch_20200511-154110_1984,class_20200511-154110_1984,CAV3-sMr4,,,,,
tch_20200511-154110_1985,class_20200511-154110_1985,7dPE-Cmtf,,,,,
tch_20200511-154110_1986,class_20200511-154110_1986,c7Yx-4H4s,,,,,
tch_20200511-154110_1987,class_20200511-154110_1987,b92D-PfXt,,,,,
tch_20200511-154110_1988,class_20200511-154110_1988,zfv9-46tb,,,,,
tch_20200511-154110_1991,class_20200511-154110_1991,r4i9-Vbph,,,,,
tch_20200511-154110_1990,class_20200511-154110_1990,7rsB-ujpg,,,,,
tch_20200511-154110_1989,class_20200511-154110_1989,Q6W8-RHvQ,,,,,
tch_20200511-154110_1992,class_20200511-154110_1992,kaUw-83hu,,,,,
tch_20200511-154110_1993,class_20200511-154110_1993,Hu79-v8yN,,,,,
tch_20200511-154110_1994,class_20200511-154110_1994,aTGQ-iE2K,,,,,
tch_20200511-154110_1995,class_20200511-154110_1995,hgFh-2wTs,,,,,
tch_20200511-154110_1996,class_20200511-154110_1996,ibq7-npH4,,,,,
tch_20200511-154110_1997,class_20200511-154110_1997,EoX7-BzCL,,,,,
tch_20200511-154110_1998,class_20200511-154110_1998,9Zsc-VEV2,,,,,
tch_20200511-154110_1999,class_20200511-154110_1999,38HU-gbaM,,,,,
tch_20200511-154110_2000,class_20200511-154110_2000,JLTH-W3H4,,,,,
tch_20200512-184203_1,class_20200512-184203_1,B2Wm-6rAz,,,,,
tch_20200512-184203_2,class_20200512-184203_2,RBv9-j3z3,,,,,
tch_20200512-184203_3,class_20200512-184203_3,gHRK-42CA,,,,,
tch_20200512-184203_4,class_20200512-184203_4,n3Mv-8GT7,,,,,
tch_20200512-184203_5,class_20200512-184203_5,4iky-8dNY,,,,,
tch_20200512-184203_6,class_20200512-184203_6,uNjv-T2YA,,,,,
tch_20200512-184203_7,class_20200512-184203_7,7V8y-M3oq,,,,,
tch_20200512-184203_9,class_20200512-184203_9,6zsu-8N8C,,,,,
tch_20200512-184203_8,class_20200512-184203_8,D69R-k46e,,,,,
tch_20200512-184203_10,class_20200512-184203_10,ts2x-sZC4,,,,,
tch_20200512-184203_11,class_20200512-184203_11,fn7j-YA9b,,,,,
tch_20200512-184203_13,class_20200512-184203_13,9NGM-37kQ,,,,,
tch_20200512-184203_12,class_20200512-184203_12,M6F8-Mkf8,,,,,
tch_20200512-184203_14,class_20200512-184203_14,wEtP-3T82,,,,,
tch_20200512-184203_15,class_20200512-184203_15,Lqoi-uwA7,,,,,
