teacherextuserid,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200519-113240_22,class_20200519-113240_22,94xJ-pjRQ,b29e8592-a919-4897-adfd-9eb3836b1896,4400d4e1-c2d1-48f9-ae71-e9d62839c12b,41aa898d-df71-4153-9c9a-887cfcd5d1d9,bf0fafad-10a3-48cb-9d31-66ef79e01545,29f2284d-cedd-4080-a6ce-feaef1313bc0
tch_20200519-113240_23,class_20200519-113240_23,oCQ2-4FWw,9ce8a346-0f32-4184-9bfe-721a7ad2e355,f4fd5e62-b86f-40b6-95d7-59fe0ea9707f,117bf12a-149a-4d2d-97a3-e7d5f4647c88,3983aeb4-c02e-49ee-a387-3693aeef44e0,96bfe52e-a2bf-4d1b-9c19-6ff45e501b40
tch_20200519-113240_24,class_20200519-113240_24,Ae23-98i9,ab3ea13d-d37f-4e88-a0a4-44670122cba6,e2627714-66ba-480a-9c3e-b6dcce423c45,27a793f9-20c1-4b03-9e28-3af843973186,18bfadbb-f79a-40e9-8c64-d2c1b701cd62,899b4515-7ba2-4d29-81e5-488acb0a6919
tch_20200519-113240_25,class_20200519-113240_25,yjq3-4yik,7e505e20-5237-40dc-bb4c-dff277381ef7,429f053c-27e0-435f-93b7-7ab06f4cf62d,e56d7e92-bd6a-4bca-88ec-c583b87a1063,bdc736cc-3949-4021-bbc6-8a080cf7cd9d,e2dca628-e385-4da5-af7d-9450edc9c5fe
tch_20200519-113240_26,class_20200519-113240_26,Ky3z-hjsn,822b3239-0a82-49e9-9677-c226a30031ba,28f43d31-1748-4e30-9d27-697fc003c3a9,a855492d-e396-45c0-a88f-8eecd4d3056e,93996804-6420-4168-a589-5edda19ee0b4,155e2c87-8da0-42ac-bc35-c1b70df4061c
tch_20200519-113240_27,class_20200519-113240_27,iB9a-RfRb,c60366e1-1a0b-41c5-828c-0e06ada60a4e,c85b0f86-b4d4-4725-b443-b0f89de777a5,ca7df6ae-cace-4231-a807-14b4d79fd165,194ef804-c832-499c-a923-107655d69213,393be888-f5ea-48c3-b3c0-1f94bf70b6d9
tch_20200519-113240_28,class_20200519-113240_28,78Wy-QFb2,5c1c9fae-3568-4abe-a826-4019270bef13,6b832737-be3d-4484-ae2d-f9839a4742b3,70653e23-6132-4f95-b9a4-188f55bc89de,e39838a6-ec23-4777-8847-af7aaea8ea97,4881b090-e92e-43de-8360-deeb532f3b12
tch_20200519-113240_29,class_20200519-113240_29,3MpG-d3UX,ba85db0b-9431-4889-be0d-904a8d06f5f1,74116fc7-ec53-4dc2-875f-6fd17e0cd789,649e8514-003f-4a87-b600-73b941f4f6ab,6023a469-a27f-41d9-8480-49ea28ab3727,f42ba428-7c0f-40aa-a289-505d9df8d0cb
tch_20200519-113240_30,class_20200519-113240_30,kyrq-862p,1a874968-b615-4fe5-a5ef-03f66e99be0a,a52f689b-740d-41e8-9408-1c8d22dfe1ea,9a1257cc-5595-4b2a-84c1-06abcad8a99c,f56870c6-b5f5-4e29-8693-beb19ee2fe7a,f56ae686-371d-43ee-b33c-e964148bbe54
tch_20200519-113240_31,class_20200519-113240_31,wsAV-ZmNs,20dbb2a3-4e53-4970-ab5f-276b93a7c498,d32d33b5-abde-4c57-8bac-223592f177d0,81c48fd4-aaaa-4fa5-be2e-7807bdb1a923,71ce9185-de0f-465b-89b4-fdf41785c316,a43912ef-b961-462c-af13-bac40cc1821f
tch_20200519-113240_32,class_20200519-113240_32,PUp9-TX8u,d97c6025-6bc7-48d4-a0b8-c8cb74a686e5,776006b2-799d-47b4-ab96-2c44a026f702,fc4fafe6-8fe1-4f27-9662-bdd4590b930a,2ca520db-b234-4a60-b4ad-529ca68a2aea,18ec30bb-528c-4568-b35f-658f3a1ccb99
tch_20200519-113240_33,class_20200519-113240_33,3qwU-K4MF,fb67e47f-80ef-4d46-a849-719250301a70,4bec10b4-fbea-4a80-a7b3-34f44c80b2d6,614e085f-d622-4e44-9cb4-598654ad796a,13918597-4aae-4be1-8675-2db7d3ebe3c2,9beb5d91-db26-4e1d-ab06-512b6a40b7a5
tch_20200519-113240_34,class_20200519-113240_34,LJXz-8kEs,974fa4e0-6538-4766-93f7-bd5c39165d42,0472ee3e-a9fb-4dea-bb14-7556047ff84b,e4294dd0-fda9-4452-938c-5ed754211f11,ea0f31e0-b9aa-49b9-9900-e4de8df81620,f1522a5f-d8ee-4c72-bfd1-9218132a740f
tch_20200519-113240_35,class_20200519-113240_35,9wyx-E4sC,f4029fc2-6f77-4b62-863a-e3553c70a795,bcfdb1a7-65fc-4c8c-bb49-8014e8e34651,7d057e95-b538-415f-987e-863a07595a8d,67f7c73a-3e8d-4b04-87be-a0a732baf3cb,6b9aba79-f35b-4597-a1c6-34d84464ad1a
tch_20200519-113240_36,class_20200519-113240_36,tiJL-8nda,f819db96-5c8d-4833-a065-e58c0824506c,0ad3cd6c-41ae-458a-822e-58f1e5288583,c1fc21ca-f690-449c-8b2d-d7a5329a3879,817c6b1a-27d9-44be-bbff-70d575393ba0,594cf962-1b29-4d4f-9b65-b70c6633689f
tch_20200519-113240_37,class_20200519-113240_37,DCqN-TvZm,22dc910c-e24c-4d8f-91f2-2fa0c3529ce0,8579f294-b332-46ed-9431-9166cfa36fab,5b0a1a2e-d326-4757-83c2-ef723caf22fe,c7ce6554-6014-46bf-b82a-b17530034816,f068658f-9870-4146-92a8-ee82c862d8af
tch_20200519-113240_38,class_20200519-113240_38,cxuG-tbFT,3d9c863a-ac02-4439-84d1-674bacac79ec,d387cf3c-9047-455d-8325-3010b79a1ea4,d44e2379-745d-4896-b2ab-7be988b9d869,1ebdff62-7a18-4be4-81ad-fcf162536ba7,db3007eb-6464-409a-946e-22fe4cab96cc
tch_20200519-113240_39,class_20200519-113240_39,u94K-8XTC,dabf78c9-980b-4390-a171-c6db935c9ffd,66f72cdd-3a38-4784-824d-9caea0a98373,e5bd0f06-6175-493c-a978-f1243c7b4ac1,5b3cade2-b14f-43e7-a4bb-46d13879f6c3,37b51ad5-9104-4da3-bc71-c41d484add8e
tch_20200519-113240_40,class_20200519-113240_40,eu2E-vEke,736cc663-93c1-443e-81ad-9bf415acd610,866954ae-0fb6-4089-af0d-5c6790d9e74d,87b13ed8-d289-4c19-a9aa-e7446f596276,f3577c35-feba-47c7-9e80-09949608cca0,d92c3fde-7936-4b0f-8f20-a951071f2788
