tchextid,stduserid,stdextid,classcode
tch_20200706-163028_24,04121b68-c119-11ea-acee-0242ac110002,std_1594212376823_24,Z6nq-zqyt
tch_20200706-163028_20,02501fd9-c119-11ea-acee-0242ac110002,std_1594212373876_20,JT9D-6Q4N
tch_20200706-163028_21,02d3f688-c119-11ea-acee-0242ac110002,std_1594212374584_21,9xc8-Bzhw
tch_20200706-163028_31,04741193-c119-11ea-af23-0242ac110002,std_1594212377171_31,iyC9-R2R6
tch_20200706-163028_25,074d4958-c119-11ea-acee-0242ac110002,std_1594212382260_25,Xyb3-w9b4
tch_20200706-163028_28,05d8d1ff-c119-11ea-acee-0242ac110002,std_1594212379789_28,bNYg-7eWf
tch_20200706-163028_32,0944d381-c119-11ea-887e-0242ac110002,std_1594212385178_32,mqCa-bpiB
tch_20200706-163028_29,093039e6-c119-11ea-887e-0242ac110002,std_1594212385416_29,Q9EZ-UfE2
tch_20200706-163028_22,0aa267e6-c119-11ea-af23-0242ac110002,std_1594212387857_22,t6h2-RxNo
tch_20200706-163028_26,0c23feb4-c119-11ea-af23-0242ac110002,std_1594212390362_26,Li49-86dn
tch_20200706-163028_33,0e005f46-c119-11ea-887e-0242ac110002,std_1594212393182_33,uFc3-bJnY
tch_20200706-163028_23,0e3a34c8-c119-11ea-af23-0242ac110002,std_1594212393888_23,eLws-jzE2
tch_20200706-163028_27,100caa14-c119-11ea-af23-0242ac110002,std_1594212396884_27,fDf3-9243
tch_20200706-163028_30,0f2f90df-c119-11ea-af23-0242ac110002,std_1594212395466_30,ZEBA-MKpN
tch_20200706-163028_24,132d9902-c119-11ea-887e-0242ac110002,std_1594212402206_24,Z6nq-zqyt
tch_20200706-163028_25,150bcfcf-c119-11ea-acee-0242ac110002,std_1594212405340_25,Xyb3-w9b4
tch_20200706-163028_31,141401a0-c119-11ea-acee-0242ac110002,std_1594212403677_31,iyC9-R2R6
tch_20200706-163028_34,12c7f964-c119-11ea-acee-0242ac110002,std_1594212401187_34,6K67-iLNY
tch_20200706-163028_28,1526f8b6-c119-11ea-af23-0242ac110002,std_1594212405444_28,bNYg-7eWf
tch_20200706-163028_32,174f088a-c119-11ea-af23-0242ac110002,std_1594212409105_32,mqCa-bpiB
tch_20200706-163028_35,17884128-c119-11ea-887e-0242ac110002,std_1594212409194_35,Lhuo-4Zjx
tch_20200706-163028_29,1996126e-c119-11ea-887e-0242ac110002,std_1594212412932_29,Q9EZ-UfE2
tch_20200706-163028_36,1c511407-c119-11ea-acee-0242ac110002,std_1594212417199_36,WKtM-7Mu9
tch_20200706-163028_26,1baf2e39-c119-11ea-887e-0242ac110002,std_1594212416456_26,Li49-86dn
tch_20200706-163028_33,1c70d063-c119-11ea-acee-0242ac110002,std_1594212417708_33,uFc3-bJnY
tch_20200706-163028_27,20372778-c119-11ea-887e-0242ac110002,std_1594212424050_27,fDf3-9243
tch_20200706-163028_30,20ee911e-c119-11ea-af23-0242ac110002,std_1594212425273_30,ZEBA-MKpN
tch_20200706-163028_37,211c3009-c119-11ea-acee-0242ac110002,std_1594212425206_37,4h6c-jLt8
tch_20200706-163028_34,246715f1-c119-11ea-887e-0242ac110002,std_1594212431084_34,6K67-iLNY
tch_20200706-163028_28,25875295-c119-11ea-af23-0242ac110002,std_1594212432984_28,bNYg-7eWf
tch_20200706-163028_38,25e35564-c119-11ea-acee-0242ac110002,std_1594212433213_38,XG46-syp6
tch_20200706-163028_31,243222d2-c119-11ea-887e-0242ac110002,std_1594212430739_31,iyC9-R2R6
tch_20200706-163028_32,269714d1-c119-11ea-af23-0242ac110002,std_1594212434765_32,mqCa-bpiB
tch_20200706-163028_35,27eba897-c119-11ea-acee-0242ac110002,std_1594212436976_35,Lhuo-4Zjx
tch_20200706-163028_29,2b296e93-c119-11ea-887e-0242ac110002,std_1594212442404_29,Q9EZ-UfE2
tch_20200706-163028_39,2aa2b1f4-c119-11ea-acee-0242ac110002,std_1594212441218_39,36Uq-3G7M
tch_20200706-163028_36,2baf1947-c119-11ea-af23-0242ac110002,std_1594212443277_36,WKtM-7Mu9
tch_20200706-163028_30,2f8db2ad-c119-11ea-acee-0242ac110002,std_1594212449768_30,ZEBA-MKpN
tch_20200706-163028_33,2d8deac1-c119-11ea-acee-0242ac110002,std_1594212446389_33,uFc3-bJnY
tch_20200706-163028_37,309e5ff4-c119-11ea-acee-0242ac110002,std_1594212451557_37,4h6c-jLt8
tch_20200706-163028_40,2f67b48e-c119-11ea-887e-0242ac110002,std_1594212449224_40,3cL9-rYn8
tch_20200706-163028_34,3518eb0f-c119-11ea-887e-0242ac110002,std_1594212459101_34,6K67-iLNY
tch_20200706-163028_41,34308760-c119-11ea-887e-0242ac110002,std_1594212457231_41,6cza-TUbC
tch_20200706-163028_31,3614894a-c119-11ea-acee-0242ac110002,std_1594212460737_31,iyC9-R2R6
tch_20200706-163028_38,35b10cef-c119-11ea-887e-0242ac110002,std_1594212460098_38,XG46-syp6
tch_20200706-163028_32,36bde860-c119-11ea-acee-0242ac110002,std_1594212461882_32,mqCa-bpiB
tch_20200706-163028_35,3801daad-c119-11ea-acee-0242ac110002,std_1594212463980_35,Lhuo-4Zjx
tch_20200706-163028_39,3a830769-c119-11ea-af23-0242ac110002,std_1594212468176_39,36Uq-3G7M
tch_20200706-163028_36,3c455016-c119-11ea-887e-0242ac110002,std_1594212471149_36,WKtM-7Mu9
tch_20200706-163028_42,38fd785f-c119-11ea-acee-0242ac110002,std_1594212465237_42,WyeM-GQ6v
tch_20200706-163028_43,3db840eb-c119-11ea-887e-0242ac110002,std_1594212473241_43,Tvm6-xEtn
tch_20200706-163028_33,3da666b2-c119-11ea-acee-0242ac110002,std_1594212473421_33,uFc3-bJnY
tch_20200706-163028_37,3ee130cf-c119-11ea-acee-0242ac110002,std_1594212475502_37,4h6c-jLt8
tch_20200706-163028_40,419c58d4-c119-11ea-af23-0242ac110002,std_1594212480097_40,3cL9-rYn8
tch_20200706-163028_44,427f3f57-c119-11ea-af23-0242ac110002,std_1594212481247_44,67BR-L49Q
tch_20200706-163028_34,458b46a1-c119-11ea-acee-0242ac110002,std_1594212486688_34,6K67-iLNY
tch_20200706-163028_41,459a3b3f-c119-11ea-887e-0242ac110002,std_1594212486802_41,6cza-TUbC
tch_20200706-163028_38,45dd3717-c119-11ea-acee-0242ac110002,std_1594212487146_38,XG46-syp6
tch_20200706-163028_45,4743093e-c119-11ea-acee-0242ac110002,std_1594212489253_45,HWp4-97FC
tch_20200706-163028_42,4b047de9-c119-11ea-887e-0242ac110002,std_1594212495871_42,WyeM-GQ6v
tch_20200706-163028_39,49ccc123-c119-11ea-887e-0242ac110002,std_1594212493820_39,36Uq-3G7M
tch_20200706-163028_36,4aac99be-c119-11ea-acee-0242ac110002,std_1594212495294_36,WKtM-7Mu9
tch_20200706-163028_46,4c0bb4cb-c119-11ea-af23-0242ac110002,std_1594212497260_46,CPgb-H32W
tch_20200706-163028_35,495cc0f3-c119-11ea-acee-0242ac110002,std_1594212493076_35,Lhuo-4Zjx
tch_20200706-163028_43,4d5bdacf-c119-11ea-887e-0242ac110002,std_1594212499790_43,Tvm6-xEtn
tch_20200706-163028_37,4ed4e6eb-c119-11ea-acee-0242ac110002,std_1594212502258_37,4h6c-jLt8
tch_20200706-163028_40,5155ec82-c119-11ea-887e-0242ac110002,std_1594212506476_40,3cL9-rYn8
tch_20200706-163028_47,50ce456a-c119-11ea-887e-0242ac110002,std_1594212505265_47,HswN-Ea34
tch_20200706-163028_44,51e533e1-c119-11ea-acee-0242ac110002,std_1594212507414_44,67BR-L49Q
tch_20200706-163028_48,55980246-c119-11ea-af23-0242ac110002,std_1594212513271_48,wKTy-wP9e
tch_20200706-163028_41,547e0738-c119-11ea-887e-0242ac110002,std_1594212511756_41,6cza-TUbC
tch_20200706-163028_38,55f2f3b0-c119-11ea-887e-0242ac110002,std_1594212514209_38,XG46-syp6
tch_20200706-163028_45,574e8c20-c119-11ea-887e-0242ac110002,std_1594212516425_45,HWp4-97FC
tch_20200706-163028_49,5a598255-c119-11ea-af23-0242ac110002,std_1594212521276_49,28NH-vXKN
tch_20200706-163028_42,5927b97b-c119-11ea-887e-0242ac110002,std_1594212519591_42,WyeM-GQ6v
tch_20200706-163028_46,5b42a9ed-c119-11ea-acee-0242ac110002,std_1594212523105_46,CPgb-H32W
tch_20200706-163028_43,5cfcdc99-c119-11ea-acee-0242ac110002,std_1594212525996_43,Tvm6-xEtn
tch_20200706-163028_39,5a8bb666-c119-11ea-acee-0242ac110002,std_1594212521952_39,36Uq-3G7M
tch_20200706-163028_50,5f200b4f-c119-11ea-887e-0242ac110002,std_1594212529282_50,eR9c-2fT9
tch_20200706-163028_40,5ea44bb1-c119-11ea-af23-0242ac110002,std_1594212528775_40,3cL9-rYn8
tch_20200706-163028_47,6111544f-c119-11ea-af23-0242ac110002,std_1594212532859_47,HswN-Ea34
tch_20200706-163028_44,6203ca7e-c119-11ea-af23-0242ac110002,std_1594212534469_44,67BR-L49Q
tch_20200706-163028_41,6516fd88-c119-11ea-af23-0242ac110002,std_1594212539626_41,6cza-TUbC
tch_20200706-163028_51,63e386e4-c119-11ea-af23-0242ac110002,std_1594212537289_51,mKUf-8rV3
tch_20200706-163028_45,66fde638-c119-11ea-887e-0242ac110002,std_1594212542804_45,HWp4-97FC
tch_20200706-163028_48,6506a9ac-c119-11ea-af23-0242ac110002,std_1594212539508_48,wKTy-wP9e
tch_20200706-163028_49,67e33cb4-c119-11ea-acee-0242ac110002,std_1594212544302_49,28NH-vXKN
tch_20200706-163028_52,68aca7b6-c119-11ea-acee-0242ac110002,std_1594212545294_52,yZuG-9ucC
tch_20200706-163028_43,6a7b9b1b-c119-11ea-acee-0242ac110002,std_1594212548666_43,Tvm6-xEtn
tch_20200706-163028_42,69bcb7a4-c119-11ea-af23-0242ac110002,std_1594212547417_42,WyeM-GQ6v
tch_20200706-163028_46,69e0e1dc-c119-11ea-af23-0242ac110002,std_1594212547636_46,CPgb-H32W
tch_20200706-163028_53,6d72e25f-c119-11ea-887e-0242ac110002,std_1594212553300_53,B7j9-dHhc
tch_20200706-163028_50,6fee1b8f-c119-11ea-af23-0242ac110002,std_1594212557821_50,eR9c-2fT9
tch_20200706-163028_44,725c0e1b-c119-11ea-af23-0242ac110002,std_1594212561895_44,67BR-L49Q
tch_20200706-163028_51,74d5e7c6-c119-11ea-af23-0242ac110002,std_1594212566043_51,mKUf-8rV3
tch_20200706-163028_47,71331e69-c119-11ea-af23-0242ac110002,std_1594212559937_47,HswN-Ea34
tch_20200706-163028_54,7235e7fb-c119-11ea-af23-0242ac110002,std_1594212561305_54,9k7W-Ukg9
tch_20200706-163028_49,77333856-c119-11ea-acee-0242ac110002,std_1594212570004_49,28NH-vXKN
tch_20200706-163028_52,78517a2c-c119-11ea-acee-0242ac110002,std_1594212571850_52,yZuG-9ucC
tch_20200706-163028_48,76a09555-c119-11ea-acee-0242ac110002,std_1594212569018_48,wKTy-wP9e
tch_20200706-163028_55,76ff08c0-c119-11ea-af23-0242ac110002,std_1594212569311_55,2iRD-nk3f
tch_20200706-163028_45,7651b286-c119-11ea-acee-0242ac110002,std_1594212568533_45,HWp4-97FC
tch_20200706-163028_56,7bc5b8fd-c119-11ea-af23-0242ac110002,std_1594212577316_56,i2fo-KuzZ
tch_20200706-163028_46,7bb11f38-c119-11ea-af23-0242ac110002,std_1594212577544_46,CPgb-H32W
tch_20200706-163028_53,7d96f6c8-c119-11ea-887e-0242ac110002,std_1594212580735_53,B7j9-dHhc
tch_20200706-163028_57,8086ea92-c119-11ea-af23-0242ac110002,std_1594212585321_57,Qyg7-i862
tch_20200706-163028_50,810960c8-c119-11ea-887e-0242ac110002,std_1594212586475_50,eR9c-2fT9
tch_20200706-163028_51,82dc24d9-c119-11ea-887e-0242ac110002,std_1594212589551_51,mKUf-8rV3
tch_20200706-163028_54,843e7487-c119-11ea-af23-0242ac110002,std_1594212591888_54,9k7W-Ukg9
tch_20200706-163028_58,855785c0-c119-11ea-acee-0242ac110002,std_1594212593412_58,Uy3P-QDFR
tch_20200706-163028_47,834399e1-c119-11ea-887e-0242ac110002,std_1594212590237_47,HswN-Ea34
tch_20200706-163028_52,86de4cbd-c119-11ea-887e-0242ac110002,std_1594212596284_52,yZuG-9ucC
tch_20200706-163028_49,858fd320-c119-11ea-887e-0242ac110002,std_1594212594103_49,28NH-vXKN
tch_20200706-163028_55,880b341b-c119-11ea-acee-0242ac110002,std_1594212598259_55,2iRD-nk3f
tch_20200706-163028_48,8714023e-c119-11ea-887e-0242ac110002,std_1594212596590_48,wKTy-wP9e
tch_20200706-163028_56,8936e2fa-c119-11ea-af23-0242ac110002,std_1594212600205_56,i2fo-KuzZ
tch_20200706-163028_59,8a13d53b-c119-11ea-887e-0242ac110002,std_1594212601332_59,8mU2-fw72
tch_20200706-163028_57,8db89a07-c119-11ea-acee-0242ac110002,std_1594212607787_57,Qyg7-i862
tch_20200706-163028_50,8f1a4cb8-c119-11ea-af23-0242ac110002,std_1594212610085_50,eR9c-2fT9
tch_20200706-163028_53,8c719b88-c119-11ea-acee-0242ac110002,std_1594212605643_53,B7j9-dHhc
tch_20200706-163028_60,8ed79e35-c119-11ea-887e-0242ac110002,std_1594212609339_60,6W78-wLRk
tch_20200706-163028_54,940b8f0b-c119-11ea-887e-0242ac110002,std_1594212618377_54,9k7W-Ukg9
tch_20200706-163028_61,939d6443-c119-11ea-acee-0242ac110002,std_1594212617344_61,9a3N-HnN7
tch_20200706-163028_52,950d6f1f-c119-11ea-acee-0242ac110002,std_1594212620047_52,yZuG-9ucC
tch_20200706-163028_58,940e4e1b-c119-11ea-af23-0242ac110002,std_1594212618435_58,Uy3P-QDFR
tch_20200706-163028_55,95e5a672-c119-11ea-887e-0242ac110002,std_1594212621512_55,2iRD-nk3f
tch_20200706-163028_51,93efa2a0-c119-11ea-acee-0242ac110002,std_1594212618215_51,mKUf-8rV3
tch_20200706-163028_62,98626691-c119-11ea-af23-0242ac110002,std_1594212625349_62,6mwG-r6c9
tch_20200706-163028_56,99688c08-c119-11ea-887e-0242ac110002,std_1594212627342_56,i2fo-KuzZ
tch_20200706-163028_59,9a1b3989-c119-11ea-acee-0242ac110002,std_1594212628560_59,8mU2-fw72
tch_20200706-163028_57,9c249de7-c119-11ea-af23-0242ac110002,std_1594212631970_57,Qyg7-i862
tch_20200706-163028_53,9d925f68-c119-11ea-887e-0242ac110002,std_1594212634384_53,B7j9-dHhc
tch_20200706-163028_63,9d28796d-c119-11ea-887e-0242ac110002,std_1594212633355_63,b6t4-M3kc
tch_20200706-163028_60,9f434306-c119-11ea-af23-0242ac110002,std_1594212637212_60,6W78-wLRk
tch_20200706-163028_54,a20aa14c-c119-11ea-887e-0242ac110002,std_1594212641866_54,9k7W-Ukg9
tch_20200706-163028_61,a24d9dbb-c119-11ea-acee-0242ac110002,std_1594212642337_61,9a3N-HnN7
tch_20200706-163028_64,a1e98456-c119-11ea-887e-0242ac110002,std_1594212641359_64,kmPB-6YP2
tch_20200706-163028_55,a50431ec-c119-11ea-887e-0242ac110002,std_1594212646861_55,2iRD-nk3f
tch_20200706-163028_58,a4702f67-c119-11ea-acee-0242ac110002,std_1594212645879_58,Uy3P-QDFR
tch_20200706-163028_65,a6c2d16e-c119-11ea-acee-0242ac110002,std_1594212649395_65,RwFC-pmnp
tch_20200706-163028_62,a77076a3-c119-11ea-af23-0242ac110002,std_1594212650924_62,6mwG-r6c9
tch_20200706-163028_56,a921f724-c119-11ea-af23-0242ac110002,std_1594212653795_56,i2fo-KuzZ
tch_20200706-163028_59,a9c5b113-c119-11ea-acee-0242ac110002,std_1594212654855_59,8mU2-fw72
tch_20200706-163028_66,ab871013-c119-11ea-af23-0242ac110002,std_1594212657404_66,FUR2-Jz86
tch_20200706-163028_57,ab1c67db-c119-11ea-af23-0242ac110002,std_1594212657106_57,Qyg7-i862
tch_20200706-163028_63,aebb120d-c119-11ea-af23-0242ac110002,std_1594212663166_63,b6t4-M3kc
tch_20200706-163028_60,afffee6b-c119-11ea-887e-0242ac110002,std_1594212665285_60,6W78-wLRk
tch_20200706-163028_67,b0586e8a-c119-11ea-af23-0242ac110002,std_1594212665410_67,yUL8-W636
tch_20200706-163028_64,b283b356-c119-11ea-af23-0242ac110002,std_1594212669526_64,kmPB-6YP2
tch_20200706-163028_65,b6073437-c119-11ea-887e-0242ac110002,std_1594212675428_65,RwFC-pmnp
tch_20200706-163028_68,b50358e4-c119-11ea-af23-0242ac110002,std_1594212673416_68,r6de-TYA2
tch_20200706-163028_61,b204e690-c119-11ea-af23-0242ac110002,std_1594212668687_61,9a3N-HnN7
tch_20200706-163028_62,b6f6015d-c119-11ea-acee-0242ac110002,std_1594212676957_62,6mwG-r6c9
tch_20200706-163028_58,b4b7832e-c119-11ea-af23-0242ac110002,std_1594212673215_58,Uy3P-QDFR
tch_20200706-163028_59,ba62c633-c119-11ea-887e-0242ac110002,std_1594212682693_59,8mU2-fw72
tch_20200706-163028_69,b9cec40d-c119-11ea-af23-0242ac110002,std_1594212681423_69,vLoE-yqhd
tch_20200706-163028_66,bbe1290c-c119-11ea-acee-0242ac110002,std_1594212685240_66,FUR2-Jz86
tch_20200706-163028_63,be0011b9-c119-11ea-887e-0242ac110002,std_1594212688781_63,b6t4-M3kc
tch_20200706-163028_60,bf64f86b-c119-11ea-af23-0242ac110002,std_1594212691116_60,6W78-wLRk
tch_20200706-163028_70,be912e04-c119-11ea-af23-0242ac110002,std_1594212689426_70,E6YQ-9uqB
tch_20200706-163028_64,c2fa542c-c119-11ea-887e-0242ac110002,std_1594212697112_64,kmPB-6YP2
tch_20200706-163028_67,c0f890f6-c119-11ea-acee-0242ac110002,std_1594212693777_67,yUL8-W636
tch_20200706-163028_65,c39a8bb3-c119-11ea-887e-0242ac110002,std_1594212698202_65,RwFC-pmnp
tch_20200706-163028_61,c46f8fb3-c119-11ea-acee-0242ac110002,std_1594212699587_61,9a3N-HnN7
tch_20200706-163028_62,c4cd6721-c119-11ea-887e-0242ac110002,std_1594212700202_62,6mwG-r6c9
tch_20200706-163028_71,c359d9af-c119-11ea-acee-0242ac110002,std_1594212697432_71,L8E2-yoiT
tch_20200706-163028_68,c47c3929-c119-11ea-af23-0242ac110002,std_1594212699579_68,r6de-TYA2
tch_20200706-163028_72,c81b3209-c119-11ea-af23-0242ac110002,std_1594212705437_72,29V7-BFg7
tch_20200706-163028_69,c95fe737-c119-11ea-887e-0242ac110002,std_1594212707889_69,vLoE-yqhd
tch_20200706-163028_63,cd1b4173-c119-11ea-af23-0242ac110002,std_1594212714135_63,b6t4-M3kc
tch_20200706-163028_73,cce53d75-c119-11ea-887e-0242ac110002,std_1594212713444_73,Xv8w-f28u
tch_20200706-163028_66,cbaedfce-c119-11ea-af23-0242ac110002,std_1594212711758_66,FUR2-Jz86
tch_20200706-163028_70,d085203d-c119-11ea-af23-0242ac110002,std_1594212719816_70,E6YQ-9uqB
tch_20200706-163028_67,d1bb56cc-c119-11ea-acee-0242ac110002,std_1594212721851_67,yUL8-W636
tch_20200706-163028_74,d1ba93ab-c119-11ea-887e-0242ac110002,std_1594212721451_74,Baqw-u3D6
tch_20200706-163028_64,d16c24a2-c119-11ea-acee-0242ac110002,std_1594212721354_64,kmPB-6YP2
tch_20200706-163028_65,d2419dab-c119-11ea-acee-0242ac110002,std_1594212722788_65,RwFC-pmnp
tch_20200706-163028_68,d50a0c5b-c119-11ea-af23-0242ac110002,std_1594212727451_68,r6de-TYA2
tch_20200706-163028_71,d4fdfe26-c119-11ea-af23-0242ac110002,std_1594212727374_71,L8E2-yoiT
tch_20200706-163028_75,d67646c8-c119-11ea-acee-0242ac110002,std_1594212729455_75,zEiC-8n79
tch_20200706-163028_72,d7893d43-c119-11ea-acee-0242ac110002,std_1594212731634_72,29V7-BFg7
tch_20200706-163028_69,da05ae88-c119-11ea-af23-0242ac110002,std_1594212735812_69,vLoE-yqhd
tch_20200706-163028_66,dcb47aab-c119-11ea-af23-0242ac110002,std_1594212740304_66,FUR2-Jz86
tch_20200706-163028_76,db36670f-c119-11ea-af23-0242ac110002,std_1594212737462_76,ZvP8-34H9
tch_20200706-163028_73,dc5cbe93-c119-11ea-887e-0242ac110002,std_1594212739723_73,Xv8w-f28u
tch_20200706-163028_70,de003538-c119-11ea-af23-0242ac110002,std_1594212742430_70,E6YQ-9uqB
tch_20200706-163028_77,dffa30b9-c119-11ea-887e-0242ac110002,std_1594212745467_77,9baX-Upk9
tch_20200706-163028_67,dfef5ac5-c119-11ea-af23-0242ac110002,std_1594212745703_67,yUL8-W636
tch_20200706-163028_74,e1ef70da-c119-11ea-acee-0242ac110002,std_1594212749072_74,Baqw-u3D6
tch_20200706-163028_75,e685254f-c119-11ea-af23-0242ac110002,std_1594212756720_75,zEiC-8n79
tch_20200706-163028_71,e62af7d9-c119-11ea-887e-0242ac110002,std_1594212756186_71,L8E2-yoiT
tch_20200706-163028_78,e4be4871-c119-11ea-af23-0242ac110002,std_1594212753475_78,Zt2P-2b4n
tch_20200706-163028_68,e51fa1c6-c119-11ea-887e-0242ac110002,std_1594212754374_68,r6de-TYA2
tch_20200706-163028_72,e79228f4-c119-11ea-acee-0242ac110002,std_1594212758536_72,29V7-BFg7
tch_20200706-163028_79,e9845be9-c119-11ea-887e-0242ac110002,std_1594212761479_79,adm8-nm3s
tch_20200706-163028_69,eaf2435b-c119-11ea-acee-0242ac110002,std_1594212764208_69,vLoE-yqhd
tch_20200706-163028_76,eb4285de-c119-11ea-acee-0242ac110002,std_1594212764703_76,ZvP8-34H9
tch_20200706-163028_73,ec06726a-c119-11ea-887e-0242ac110002,std_1594212766010_73,Xv8w-f28u
tch_20200706-163028_77,efc1a560-c119-11ea-887e-0242ac110002,std_1594212772270_77,9baX-Upk9
tch_20200706-163028_80,ee49ac21-c119-11ea-887e-0242ac110002,std_1594212769484_80,XCho-t983
tch_20200706-163028_70,ef2b8056-c119-11ea-887e-0242ac110002,std_1594212771297_70,E6YQ-9uqB
tch_20200706-163028_74,f151e2ec-c119-11ea-af23-0242ac110002,std_1594212774914_74,Baqw-u3D6
tch_20200706-163028_81,f312a59d-c119-11ea-acee-0242ac110002,std_1594212777491_81,L9qM-dETF
tch_20200706-163028_75,f3de80cf-c119-11ea-af23-0242ac110002,std_1594212779157_75,zEiC-8n79
tch_20200706-163028_71,f40431b4-c119-11ea-acee-0242ac110002,std_1594212779402_71,L8E2-yoiT
tch_20200706-163028_78,f5275462-c119-11ea-887e-0242ac110002,std_1594212781312_78,Zt2P-2b4n
tch_20200706-163028_79,f9336726-c119-11ea-af23-0242ac110002,std_1594212788110_79,adm8-nm3s
tch_20200706-163028_72,f7c2e70d-c119-11ea-af23-0242ac110002,std_1594212785655_72,29V7-BFg7
tch_20200706-163028_82,f7d7805f-c119-11ea-887e-0242ac110002,std_1594212785499_82,QPT3-w2wt
tch_20200706-163028_73,fba8857d-c119-11ea-af23-0242ac110002,std_1594212792251_73,Xv8w-f28u
tch_20200706-163028_83,fc9b23ab-c119-11ea-887e-0242ac110002,std_1594212793506_83,FRTd-A28x
tch_20200706-163028_76,facd8efc-c119-11ea-af23-0242ac110002,std_1594212790795_76,ZvP8-34H9
tch_20200706-163028_84,0163f562-c11a-11ea-af23-0242ac110002,std_1594212801512_84,xwW6-7Gmn
tch_20200706-163028_75,02eeb44b-c11a-11ea-acee-0242ac110002,std_1594212804422_75,zEiC-8n79
tch_20200706-163028_74,01bd6092-c11a-11ea-af23-0242ac110002,std_1594212802441_74,Baqw-u3D6
tch_20200706-163028_81,027342c9-c11a-11ea-887e-0242ac110002,std_1594212803628_81,L9qM-dETF
tch_20200706-163028_79,073314f1-c11a-11ea-acee-0242ac110002,std_1594212811584_79,adm8-nm3s
