studentextuserid,classcode
std_1589260094172_978,duL2-Y6fa
std_1589260096176_979,h4rc-Pr7V
std_1589260098182_980,n6dc-DCyU
std_1589260100188_981,R92f-N6kH
std_1589260102191_982,H83p-2tv6
std_1589260104197_983,r8q6-N964
std_1589260106201_984,mf4j-9q6X
std_1589260108206_985,sLQZ-cxXj
std_1589260110210_986,xKnK-Lwd8
std_1589260112216_987,wyMm-w4sb
std_1589260114221_988,da78-9iJ6
std_1589260116225_989,n6xd-qjTp
std_1589260118230_990,GP2u-4aK7
std_1589260120235_991,236p-x4TP
std_1589260122242_992,6KeL-4V7N
std_1589260124247_993,iMtZ-XqdR
std_1589260126251_994,MkTJ-mpMa
std_1589260128255_995,cA4g-H28Q
std_1589260130260_996,QRkj-X47M
std_1589260134511_998,3Uuz-7Fui
std_1589260136517_999,NYLp-Y32Z
std_1589260138522_1000,xg2U-6kVX
std_1589260140528_1001,7hHU-3nC8
std_1589260142534_1002,F6RC-duYr
std_1589260144535_1003,mj6Q-tx6h
std_1589260146539_1004,bTKp-iTVH
std_1589260148544_1005,VfDK-278H
std_1589260150548_1006,TgZF-93Rf
std_1589260152553_1007,hZtJ-H82n
std_1589260154558_1008,Kry9-7P4p
std_1589260156562_1009,9ny7-sh2N
std_1589260158568_1010,hebs-3T6j
std_1589260160572_1011,4D3W-6B9Y
std_1589260162577_1012,TKv4-WUm7
std_1589260164581_1013,86h6-Trwg
std_1589260166586_1014,69Bx-9RNc
std_1589260168591_1015,9gWA-zovs
std_1589260170594_1016,Xwjm-T9KR
std_1589260172600_1017,uZmF-skW4
std_1589260174603_1018,f3gR-coRB
std_1589260176607_1019,8D38-eUiC
std_1589260178613_1020,NV7i-uRMU
std_1589260180618_1021,2pC3-dVYv
std_1589260182621_1022,4Csv-9KDv
std_1589260184627_1023,TrP8-LH4Q
std_1589260186632_1024,Lkf8-nqK2
std_1589260188638_1025,Vn2Q-7qeP
std_1589260190643_1026,oZ64-3Hd6
std_1589260192648_1027,c6hW-z2jp
std_1589260194651_1028,a246-7wpg
std_1589260196750_1029,mu2Y-vGDB
std_1589260198761_1030,96xp-3B43
std_1589260200769_1031,yhjH-M6Rs
std_1589260202776_1032,MkH6-dyzh
std_1589260204780_1033,8hLE-C9RQ
std_1589260206785_1034,6eJv-oMDX
std_1589260208789_1035,QkQb-Ned2
std_1589260210793_1036,yqZw-o7aA
std_1589260212799_1037,XiWB-27sZ
std_1589260214803_1038,8jvi-GgAK
std_1589260216808_1039,XcJm-c9s7
std_1589260218814_1040,C6K9-tqTC
std_1589260220819_1041,6c7u-furH
std_1589260222824_1042,F3cV-i4eQ
std_1589260224828_1043,jHfm-eTDE
std_1589260226834_1044,CyzB-97Kx
std_1589260228839_1045,n9w9-D8w8
std_1589260230844_1046,hAMa-fQik
std_1589260232849_1047,J9xt-g98X
std_1589260234854_1048,sp2n-4gTK
std_1589260236861_1049,Mu73-N67i
std_1589260238868_1050,9yoZ-t3PT
std_1589260240874_1051,guKp-Qe86
std_1589260242879_1052,n9tk-tTRJ
std_1589260244887_1053,JC7k-Ue4o
std_1589260248897_1055,8sRA-2VRg
std_1589260250902_1056,GNt8-KY8x
std_1589260252906_1057,i2Us-MXVB
std_1589260254911_1058,7g8o-gyG8
std_1589260256917_1059,Uu7h-rf7W
std_1589260258923_1060,Yfx6-N3n4
std_1589260260928_1061,onPo-x4zG
std_1589260262933_1062,Y3p2-4qjb
std_1589260264938_1063,jeT4-jKpc
std_1589260266942_1064,64hG-4CNh
std_1589260268947_1065,U9Ch-XUrd
std_1589260270951_1066,e62Z-6poz
std_1589260273014_1067,VnLp-s9nU
std_1589260275019_1068,AcxZ-bY37
std_1589260277025_1069,6NXR-ie9W
std_1589260279029_1070,9B9g-HFUX
std_1589260281033_1071,jhtk-up3o
std_1589260283037_1072,cKkq-9XUJ
std_1589260285043_1073,F4YJ-gced
std_1589260287047_1074,3BWt-oz2B
std_1589260289052_1075,z4Hm-ZNWU
std_1589260291057_1076,YpLf-pA2x
std_1589260293063_1077,CHnd-iVMp
std_1589260295067_1078,7Ndx-Udb7
std_1589260297073_1079,dFYf-2QC7
std_1589260299078_1080,yfv6-ipK2
std_1589260301082_1081,348T-zH97
std_1589260303087_1082,A28Z-3i6o
std_1589260305091_1083,ZpNL-NK2w
std_1589260307095_1084,Fy2v-jPc9
std_1589260309101_1085,TMNK-iDa8
std_1589260311106_1086,xKzn-9w38
std_1589260313110_1087,NB3m-T7Qn
std_1589260315114_1088,m89j-wt2f
std_1589260317119_1089,GBbW-bT38
std_1589260319123_1090,YN4U-Zd8X
std_1589260321127_1091,taWJ-Qc2N
std_1589260323132_1092,Fra3-mkYh
std_1589260325137_1093,qZFT-MDx6
std_1589260329147_1095,R34k-JHfk
std_1589260331152_1096,Yqzd-L7gp
std_1589260333157_1097,Nq2E-7v9Z
std_1589260335161_1098,tA2k-j6DH
std_1589260337165_1099,Xt72-kveA
std_1589260339170_1100,74Z4-7946
std_1589260341175_1101,YVi4-iZ6R
std_1589260343179_1102,vrut-Nu2L
std_1589260345184_1103,439a-rWvP
std_1589260347190_1104,8Y3d-rdxW
std_1589260349193_1105,nYyt-37be
std_1589260351198_1106,6wiC-nT98
std_1589260353392_1107,7a8h-BZMP
std_1589260355397_1108,CEaB-Z6Y4
std_1589260357403_1109,f392-Yc6Z
std_1589260359408_1110,JxTM-4v6m
std_1589260361412_1111,2Y7g-38JY
std_1589260363417_1112,DHiG-Xx4p
std_1589260365421_1113,Wnor-R74t
std_1589260367426_1114,87AY-vnuo
std_1589260369431_1115,Gjqk-vQpv
std_1589260371436_1116,fK6v-RJvo
std_1589260373440_1117,R97i-7mhr
std_1589260375444_1118,9kuq-2cTm
std_1589260377449_1119,Vtaw-rMZf
std_1589260379455_1120,fWhy-zQ6k
std_1589260381459_1121,rExW-Ut37
std_1589260383464_1122,qR4K-HBR4
std_1589260385469_1123,itap-g6mv
std_1589260387473_1124,D27j-WK7n
std_1589260389478_1125,7Egz-9aPe
std_1589260391482_1126,wiD6-pR83
std_1589260393487_1127,GUkx-yvC2
std_1589260395715_1128,83nm-yuVM
std_1589260397721_1129,mrvB-4sg9
std_1589260399726_1130,VXTA-Rzjo
std_1589260401730_1131,cR7B-e3br
std_1589260403734_1132,2c7w-KiNV
std_1589260405740_1133,gH6o-icjv
std_1589260407744_1134,iJgk-aU4X
std_1589260409749_1135,7C92-rCt2
std_1589260411757_1136,iFqz-uowT
std_1589260413767_1137,WuVx-Bma6
std_1589260415771_1138,2cy3-JpkM
std_1589260417777_1139,2eTm-ad9E
std_1589260419782_1140,r8bK-M6si
std_1589260421786_1141,u68K-4BYw
std_1589260423789_1142,7qBc-xbNQ
std_1589260425795_1143,D8BM-qPuj
std_1589260427799_1144,87K6-UYx8
std_1589260429804_1145,wCqc-4Lo2
std_1589260431809_1146,wk9K-BzJa
std_1589260433813_1147,2nNQ-3Y3o
std_1589260435817_1148,NJrD-4867
std_1589260437823_1149,zQN6-h4LA
std_1589260439827_1150,VkLN-GJp8
std_1589260441831_1151,Hpx7-6HLt
std_1589260443837_1152,9KCg-qfGE
std_1589260445842_1153,Q38d-8zQG
std_1589260447846_1154,X4FU-e42K
std_1589260449849_1155,3c3N-MxcN
std_1589260451854_1156,J6ru-xavD
std_1589260453863_1157,UxM6-VeC4
std_1589260455868_1158,Z4DK-d62r
std_1589260457873_1159,93U8-38df
std_1589260459889_1160,78Hc-W3Z9
std_1589260461895_1161,6Ua7-ubhE
std_1589260463900_1162,Jdj4-F87b
std_1589260465904_1163,2w8i-2y27
std_1589260467912_1164,3Zo4-GCrN
std_1589260469915_1165,jP9Y-zU4u
std_1589260471921_1166,7Bi4-E3Wp
std_1589260473925_1167,fBZn-DyP9
std_1589260475932_1168,M272-363X
std_1589260477936_1169,8HQe-h63n
std_1589260479941_1170,BxW4-u4ha
std_1589260481958_1171,p9N8-CiVr
std_1589260483985_1172,3979-HF6c
std_1589260485989_1173,w6hd-9m68
std_1589260487995_1174,9b97-zXtJ
std_1589260490000_1175,4PDv-w38y
std_1589260492004_1176,FG8w-Wsof
std_1589260494009_1177,fXpk-n6TY
std_1589260496014_1178,duL2-Y6fa
std_1589260498019_1179,h4rc-Pr7V
std_1589260500024_1180,n6dc-DCyU
std_1589260502028_1181,R92f-N6kH
std_1589260504033_1182,H83p-2tv6
std_1589260506038_1183,r8q6-N964
std_1589260508043_1184,mf4j-9q6X
std_1589260510048_1185,sLQZ-cxXj
std_1589260512052_1186,xKnK-Lwd8
std_1589260514057_1187,wyMm-w4sb
std_1589260516062_1188,da78-9iJ6
std_1589260518066_1189,n6xd-qjTp
std_1589260520071_1190,GP2u-4aK7
std_1589260526129_1193,iMtZ-XqdR
std_1589260528134_1194,MkTJ-mpMa
std_1589260530139_1195,cA4g-H28Q
std_1589260532143_1196,QRkj-X47M
std_1589260534148_1197,R4rp-Poyo
std_1589260536153_1198,3Uuz-7Fui
std_1589260538160_1199,NYLp-Y32Z
std_1589260540175_1200,xg2U-6kVX
std_1589260542182_1201,7hHU-3nC8
std_1589260544189_1202,F6RC-duYr
std_1589260546190_1203,mj6Q-tx6h
std_1589260548196_1204,bTKp-iTVH
std_1589260550200_1205,VfDK-278H
std_1589260552206_1206,TgZF-93Rf
std_1589260556217_1208,Kry9-7P4p
std_1589260558222_1209,9ny7-sh2N
std_1589260560226_1210,hebs-3T6j
std_1589260562231_1211,4D3W-6B9Y
std_1589260564237_1212,TKv4-WUm7
std_1589260566243_1213,86h6-Trwg
std_1589260570253_1215,9gWA-zovs
std_1589260572259_1216,Xwjm-T9KR
std_1589260574263_1217,uZmF-skW4
std_1589260576267_1218,f3gR-coRB
std_1589260578273_1219,8D38-eUiC
std_1589260580279_1220,NV7i-uRMU
std_1589260582283_1221,2pC3-dVYv
std_1589260584288_1222,4Csv-9KDv
std_1589260586294_1223,TrP8-LH4Q
std_1589260588299_1224,Lkf8-nqK2
std_1589260590305_1225,Vn2Q-7qeP
std_1589260592311_1226,oZ64-3Hd6
std_1589260594317_1227,c6hW-z2jp
std_1589260596322_1228,a246-7wpg
std_1589260598327_1229,mu2Y-vGDB
std_1589260600332_1230,96xp-3B43
std_1589260602336_1231,yhjH-M6Rs
std_1589260604342_1232,MkH6-dyzh
std_1589260606348_1233,8hLE-C9RQ
std_1589260608352_1234,6eJv-oMDX
std_1589260610358_1235,QkQb-Ned2
std_1589260612364_1236,yqZw-o7aA
std_1589260614368_1237,XiWB-27sZ
std_1589260616374_1238,8jvi-GgAK
std_1589260618380_1239,XcJm-c9s7
std_1589260620386_1240,C6K9-tqTC
std_1589260622391_1241,6c7u-furH
std_1589260624398_1242,F3cV-i4eQ
std_1589260626402_1243,jHfm-eTDE
std_1589260628407_1244,CyzB-97Kx
std_1589260630414_1245,n9w9-D8w8
std_1589260632419_1246,hAMa-fQik
std_1589260634424_1247,J9xt-g98X
std_1589260636430_1248,sp2n-4gTK
std_1589260638434_1249,Mu73-N67i
std_1589260642446_1251,guKp-Qe86
std_1589260644451_1252,n9tk-tTRJ
std_1589260646473_1253,JC7k-Ue4o
std_1589260648482_1254,C43h-vsdQ
std_1589260650490_1255,8sRA-2VRg
std_1589260652497_1256,GNt8-KY8x
std_1589260654504_1257,i2Us-MXVB
std_1589260656508_1258,7g8o-gyG8
std_1589260658514_1259,Uu7h-rf7W
std_1589260660518_1260,Yfx6-N3n4
std_1589260662523_1261,onPo-x4zG
std_1589260664528_1262,Y3p2-4qjb
std_1589260666533_1263,jeT4-jKpc
std_1589260668537_1264,64hG-4CNh
std_1589260670542_1265,U9Ch-XUrd
std_1589260672547_1266,e62Z-6poz
std_1589260674551_1267,VnLp-s9nU
std_1589260676557_1268,AcxZ-bY37
std_1589260678561_1269,6NXR-ie9W
std_1589260680567_1270,9B9g-HFUX
std_1589260682572_1271,jhtk-up3o
std_1589260684576_1272,cKkq-9XUJ
std_1589260686581_1273,F4YJ-gced
std_1589260688586_1274,3BWt-oz2B
std_1589260690590_1275,z4Hm-ZNWU
std_1589260692594_1276,YpLf-pA2x
std_1589260694600_1277,CHnd-iVMp
std_1589260696605_1278,7Ndx-Udb7
std_1589260698706_1279,dFYf-2QC7
std_1589260700614_1280,yfv6-ipK2
std_1589260702619_1281,348T-zH97
std_1589260704624_1282,A28Z-3i6o
std_1589260706629_1283,ZpNL-NK2w
std_1589260708634_1284,Fy2v-jPc9
std_1589260710637_1285,TMNK-iDa8
std_1589260712642_1286,xKzn-9w38
std_1589260714646_1287,NB3m-T7Qn
std_1589260716651_1288,m89j-wt2f
std_1589260718656_1289,GBbW-bT38
std_1589260720660_1290,YN4U-Zd8X
std_1589260722665_1291,taWJ-Qc2N
std_1589260724670_1292,Fra3-mkYh
std_1589260726675_1293,qZFT-MDx6
std_1589260728678_1294,V28u-AnQE
std_1589260730683_1295,R34k-JHfk
std_1589260732688_1296,Yqzd-L7gp
std_1589260734694_1297,Nq2E-7v9Z
std_1589260736697_1298,tA2k-j6DH
std_1589260738703_1299,Xt72-kveA
std_1589260740707_1300,74Z4-7946
std_1589260742713_1301,YVi4-iZ6R
std_1589260744719_1302,vrut-Nu2L
std_1589260746724_1303,439a-rWvP
std_1589260748728_1304,8Y3d-rdxW
std_1589260750733_1305,nYyt-37be
std_1589260752738_1306,6wiC-nT98
std_1589260754743_1307,7a8h-BZMP
std_1589260756747_1308,CEaB-Z6Y4
std_1589260758753_1309,f392-Yc6Z
std_1589260760758_1310,JxTM-4v6m
std_1589260762763_1311,2Y7g-38JY
std_1589260764768_1312,DHiG-Xx4p
std_1590427569609_801,w7a8-ZkAd
std_1590427571420_802,wTN9-Vu2w
std_1590427573231_803,6s43-GfDK
std_1590427575042_804,Lv3e-Uw7w
std_1590427576853_805,G4cm-647m
std_1590427578664_806,2UP8-sx8G
std_1590427580474_807,3xJk-H2qT
std_1590427582285_808,9PoD-Jh3a
std_1590427584096_809,tw6u-gT9U
std_1590427585906_810,DP2o-ErBp
std_1590427587716_811,7s7P-fRbo
std_1590427589528_812,4qdw-WDr3
std_1590427591338_813,2z3L-gzR9
std_1590427593173_814,r7x3-mnLj
std_1590427594985_815,H6sU-EHgt
std_1590427596796_816,6UoN-WQ9G
std_1590427598606_817,2rH9-ebpC
std_1590427600416_818,BU8p-moPb
std_1590427602228_819,P8mM-Qm49
std_1590427604038_820,Tjbf-ZTWg
std_1590427605848_821,e4s3-jqiY
std_1590427607659_822,xN6J-gQcR
std_1590427609469_823,WsX9-6EtE
std_1590427611280_824,6372-t393
std_1590427613092_825,YKhF-ViNb
std_1590427614902_826,t2Rv-6qbN
std_1590427616712_827,RFdu-j64W
std_1590427618523_828,yeqy-Cr8A
std_1590427620334_829,Z4HJ-3Jsc
std_1590427622145_830,CtdC-e4L6
std_1590427623955_831,C3zh-74iV
std_1590427625767_832,2RtQ-WTjY
std_1590427627576_833,2s9P-3j63
std_1590427629387_834,9PMY-ti2p
std_1590427631199_835,A72N-MKcJ
std_1590427633009_836,3H3e-t8c9
std_1590427634819_837,2qm8-7WMU
std_1590427636630_838,tG7a-izEM
std_1590427638440_839,xoCX-J4fG
std_1590427640251_840,P37s-YVaQ
std_1590427642062_841,CvwG-vLtM
std_1590427643873_842,J6g6-X4Vp
std_1590427645683_843,Bm8Z-v2JA
std_1590427647496_844,b6dM-LeCV
std_1590427649307_845,iMwv-NPLj
std_1590427651119_846,TMgN-fQ24
std_1590427652929_847,fJBY-jgKk
std_1590427654740_848,uiwn-G8T8
std_1590427656552_849,8kf3-R87t
std_1590427658363_850,9d9L-ycN4
std_1590427660174_851,39R6-26UV
std_1590427661984_852,4Nu4-V27o
std_1590427663796_853,GDEw-tNWd
std_1590427665606_854,U8vZ-T8qc
std_1590427667417_855,j8HB-H2ie
std_1590427669229_856,Rw6J-mQ39
std_1590427671040_857,2aw6-ibvC
std_1590427672849_858,yu6R-4svF
std_1590427674660_859,3U2b-7E98
std_1590427676471_860,tgw3-g673
std_1590427678283_861,QmDw-3cYZ
std_1590427680095_862,kZE4-o3LG
std_1590427681906_863,cV4L-keTC
std_1590427683716_864,rfqY-B98W
std_1590427685527_865,VgRd-Jzv4
std_1590427687338_866,Xz9f-oviA
std_1590427689148_867,c4tL-Vh7C
std_1590427690959_868,dL9p-jxsf
std_1590427692771_869,L24v-B6oV
std_1590427694581_870,vDm3-a8vi
std_1590427696393_871,zWDw-pyC6
std_1590427698205_872,th48-k9B4
std_1590427700015_873,oAgT-2QqU
std_1590427701827_874,VmRt-zyKv
std_1590427703637_875,Zgs7-3ci9
std_1590427705448_876,M7nk-4GyC
std_1590427707259_877,R27A-F4WN
std_1590427709071_878,B3G8-VUvz
std_1590427710880_879,Ywu2-Z6hv
std_1590427712692_880,TcUN-n9Pz
std_1590427714502_881,kK8N-t2L2
std_1590427716313_882,yYV2-7bMc
std_1590427718126_883,3pxL-Da8r
std_1590427719936_884,DXnm-f329
std_1590427721747_885,Yfed-2Nai
std_1590427723559_886,4a28-38YJ
std_1590427725369_887,wcvd-zo6H
std_1590427727180_888,KtYF-2a4P
std_1590427728990_889,c2Y9-o8R4
std_1590427730802_890,9GQU-2Ki6
std_1590427732612_891,Mh3M-CKuE
std_1590427734423_892,KbUi-9o3M
std_1590427736234_893,2Wk8-jEDb
std_1590427738044_894,fDGi-TJdj
std_1590427739856_895,ABi6-QUi8
std_1590427741666_896,Nm8C-6wbT
std_1590427743478_897,J7Le-fUEJ
std_1590427745288_898,RK42-i6wT
std_1590427747098_899,aH8M-yYRK
std_1590427748910_900,76Gp-jq3Z
std_1590427750720_901,3u9F-4UdB
std_1590427752531_902,oidz-3mfg
std_1590427754342_903,8nFW-hRh4
std_1590427756153_904,8MXB-7Upr
std_1590427757965_905,x2m3-meB9
std_1590427759774_906,MvP2-HB4x
std_1590427761585_907,ukbg-C8u3
std_1590427763397_908,r3XH-AwsE
std_1590427765207_909,Kect-CHog
std_1590427767017_910,746a-Hg9h
std_1590427768830_911,JA76-VyLb
std_1590427770641_912,kYmo-kA2g
std_1590427772452_913,GcgC-d2g4
std_1590427774262_914,3tf8-Tika
std_1590427776074_915,PNW6-zYQb
std_1590427777883_916,fPZj-E62f
std_1590427779695_917,Vw48-GB7W
std_1590427781505_918,J7fq-V8zi
std_1590427783315_919,F6yH-m3v9
std_1590427785127_920,j8NL-7ckf
std_1590427786937_921,3AwE-cjmF
std_1590427788748_922,Tq4v-8p96
std_1590427790559_923,oe38-c8Z3
std_1590427792371_924,K232-QT6p
std_1590427794181_925,9twj-K379
std_1590427795991_926,A82N-p8wa
std_1590427797803_927,6t32-iuX4
std_1590427799613_928,6Lkh-CtrR
std_1590427801424_929,xbLR-Mmgu
std_1590427803264_930,7fNt-y9W9
