stdextid,groupid,tchextid
std_1594140816216_16,071595d4-f726-4476-8c9f-4c4402cb7076,tch_20200707-221253_16
std_1594140658996_13,9f98cd7f-6636-4cf6-977a-4cc176ba004c,tch_20200707-221253_13
std_1594140346509_7,29891c64-a32e-47a6-95d3-c98173d3c7b7,tch_20200707-221253_7
std_1594140677965_14,3a58eb26-1e7c-41ee-a9d7-a0431c8e24ad,tch_20200707-221253_14
std_1594140356247_8,c4653f63-952f-4def-bab4-b0563fffd3b6,tch_20200707-221253_8
std_1594140847161_17,c10afeed-d9dc-46b4-add2-73dd93cf6559,tch_20200707-221253_17
std_1594140839847_18,d8310ec5-a8dc-4c2d-8a65-4c9ce0630a86,tch_20200707-221253_18
std_1594140532946_12,ba0c6e85-b780-4a83-b7da-99ff72b27ba6,tch_20200707-221253_12
std_1594140690709_15,40b0da6a-cc83-443a-afed-eff0f8909f92,tch_20200707-221253_15
std_1594140376002_9,123b9c53-3fc9-401c-9013-43d6cd6f6144,tch_20200707-221253_9
std_1594140385515_10,b3fa081c-89f4-4186-b61e-37bf07713dc7,tch_20200707-221253_10
std_1594140401391_11,263a168c-51fe-425c-8dfc-970c3f752b09,tch_20200707-221253_11
std_1594140863082_19,12debd36-bbc9-47b7-979c-f6288cdb1f45,tch_20200707-221253_19
std_1594140707828_16,5b4f34f0-e0a7-465f-b11b-a070e7ac3036,tch_20200707-221253_16
std_1594140545558_13,6418dcc6-efb9-438d-a410-6c5ee7a56973,tch_20200707-221253_13
std_1594140876070_20,5542f835-54f1-4281-b139-95c5c9928d7f,tch_20200707-221253_20
std_1594140557365_14,4f31c807-33f3-4240-9819-5fb3f63bb72b,tch_20200707-221253_14
std_1594140737472_17,8b0ba47f-577d-4906-a5c1-dba4f157c9ca,tch_20200707-221253_17
std_1594140724979_18,8faa1e8b-23d8-44a3-a44c-bbef295380ea,tch_20200707-221253_18
std_1594140578949_15,71424d46-5cd6-46fe-9b98-790a87b87286,tch_20200707-221253_15
std_1594140421919_12,5e25f015-8016-4253-865d-b12ad6b9364c,tch_20200707-221253_12
std_1594140906452_21,78a4cf0f-f006-496e-9c7c-401babc570ea,tch_20200707-221253_21
std_1594140746789_19,3b810ce5-720e-42f6-b02e-2821cdb012a1,tch_20200707-221253_19
std_1594140594394_16,fe22bc8c-47de-41b3-b899-d373eb24116d,tch_20200707-221253_16
std_1594140433939_13,bc1eaa7b-a8b1-443e-9163-e13b35692167,tch_20200707-221253_13
std_1594140922597_22,33fa8141-6833-4b58-bab4-f6c58955dc6a,tch_20200707-221253_22
std_1594140764750_20,df4ca97c-9f58-46d3-a418-839b5b30c7f7,tch_20200707-221253_20
std_1594140451177_14,4ce8be98-a3fd-41db-ab5c-fd6975251697,tch_20200707-221253_14
std_1594140618822_17,3123812f-9d5a-45c8-adf3-26d2859390e0,tch_20200707-221253_17
std_1594140618759_18,a531f7ac-2d7b-40d3-ab41-6daabef90a6b,tch_20200707-221253_18
std_1594140462305_15,c7b7438f-a008-4ffa-9c9d-55d87e938ac1,tch_20200707-221253_15
std_1594140947514_24,77596585-e7ed-4db6-a3eb-2eb997ebd9f4,tch_20200707-221253_24
std_1594140936788_23,73952bef-acc4-47b4-abd4-441b7fb6bb19,tch_20200707-221253_23
std_1594140789524_21,fee528b0-9128-44ad-9d43-09edea97995b,tch_20200707-221253_21
std_1594140637561_19,c8d7b6a2-074d-4b1d-ad4f-07f2dcbc5f91,tch_20200707-221253_19
std_1594140481344_16,60350573-65a2-4cd2-a22e-2319a5fecd29,tch_20200707-221253_16
std_1594140809988_22,c1391841-9b7c-401c-89c0-c9998ac40215,tch_20200707-221253_22
std_1594140973412_25,282f053d-b312-410c-b44f-b745043bb118,tch_20200707-221253_25
std_1594140653735_20,392573fc-688d-4e7e-b96c-de5636cbb2fc,tch_20200707-221253_20
std_1594140979569_26,5a786511-4a59-4132-b511-34a568703022,tch_20200707-221253_26
std_1594140980136_27,6e8e04ab-15cd-47ab-9307-23b7a2bbb493,tch_20200707-221253_27
std_1594140502532_17,cc38dad5-88c0-4474-a708-36f4d9349fb4,tch_20200707-221253_17
std_1594140525516_19,22b9b3f0-6ced-4397-a21b-aa11f765664a,tch_20200707-221253_19
std_1594140508767_18,e11f80af-f7ac-4cae-9c68-e50c1fb96114,tch_20200707-221253_18
std_1594140675372_21,320bac1e-0aca-4f7b-bb49-ff63f0def1b4,tch_20200707-221253_21
std_1594140834605_24,1c6748df-08a2-4197-9dc0-322e4a62f8e5,tch_20200707-221253_24
std_1594140813903_23,bc7aeca2-472c-4f3d-91de-eabb31bf150c,tch_20200707-221253_23
std_1594140691610_22,5bffc930-c56e-4acb-89d7-5b8953a10467,tch_20200707-221253_22
std_1594141013225_28,2874bc95-0a50-4eaf-94e9-61c56c2149e8,tch_20200707-221253_28
std_1594141022076_29,30c2eb77-0057-43ff-9c68-decfeb42a719,tch_20200707-221253_29
std_1594140846784_25,7960e4b3-7ba1-40c3-b49b-f48bfa70e003,tch_20200707-221253_25
std_1594140536394_20,c4b4fdb8-1155-484c-a0d1-fa35796ec89a,tch_20200707-221253_20
std_1594140861811_26,540bce14-5d8d-4fe2-9a27-7a466ce91565,tch_20200707-221253_26
std_1594140879515_27,c8c4a6ec-3736-473f-b5a0-83db578f8bd0,tch_20200707-221253_27
std_1594141037886_30,9064ca9e-5651-4e0c-a137-103d9920c338,tch_20200707-221253_30
std_1594140555154_21,0164b574-9ccd-41f0-a865-f08343adca73,tch_20200707-221253_21
std_1594141038136_31,5d88b3ec-9438-4955-ad74-a5607aa6d011,tch_20200707-221253_31
std_1594140572849_22,c6c7c20b-478e-4952-a849-f682dc4bed29,tch_20200707-221253_22
std_1594140715693_24,32025f2a-babc-4d25-8cb0-e082c5214202,tch_20200707-221253_24
std_1594140695958_23,17df3ca0-e16f-4641-8277-670a060ecf04,tch_20200707-221253_23
std_1594140896329_28,04508298-6407-4845-a578-d5f7900adff4,tch_20200707-221253_28
std_1594141063020_32,10e66d86-e3eb-4ac1-8e0c-d471ada80f99,tch_20200707-221253_32
std_1594140912756_29,3565103a-7434-4c83-8cbd-dcab12eca930,tch_20200707-221253_29
std_1594140731723_25,044cb34f-de26-43e8-b158-87412d2cb59d,tch_20200707-221253_25
std_1594140746494_26,ba9ddb5f-7978-4d15-9d36-ef6b92a79e69,tch_20200707-221253_26
std_1594140767492_27,b4f82dcd-cb7c-4a36-818e-efb641dd1d40,tch_20200707-221253_27
std_1594140925299_30,c2b29b9c-9aa9-48ab-915c-0cbc627e042f,tch_20200707-221253_30
std_1594140923658_31,b349dc55-330f-43fa-b112-6cef333a5765,tch_20200707-221253_31
std_1594140585132_23,daac15fb-4324-4591-8a9e-0a3ad1e4be82,tch_20200707-221253_23
std_1594140604974_24,5c69665f-0ae3-4651-adcb-1e46ae5ce069,tch_20200707-221253_24
std_1594141087275_33,f54e0cd1-f452-4af1-9fb6-f99cf80fc297,tch_20200707-221253_33
std_1594140776203_28,95b37c96-0d11-4f79-91d9-10baefa421b0,tch_20200707-221253_28
std_1594141091299_34,67805c26-7a7b-489b-92fc-9d03b3efcf40,tch_20200707-221253_34
std_1594140796034_29,3c093a18-d1ea-46ff-8c0d-d80b9876fd8f,tch_20200707-221253_29
std_1594140953869_32,9af93d4f-9c31-445b-97af-f39a9e2390a5,tch_20200707-221253_32
std_1594140616955_25,aa88bfbd-5a4f-4483-9bfd-7718d7748a8a,tch_20200707-221253_25
std_1594141114874_35,c3c439ba-7df2-47e0-9a68-69923f22e1fd,tch_20200707-221253_35
std_1594140629982_26,ae162e84-0e60-489d-8cf3-2a2c006a0abf,tch_20200707-221253_26
std_1594140646938_27,984eb33b-0f98-4323-a66e-974e402b597a,tch_20200707-221253_27
std_1594140808448_30,f283df0a-482a-40ab-aebc-6c5043bd9b3c,tch_20200707-221253_30
std_1594141135399_36,9512f052-686f-4211-89d5-8d948add4a4c,tch_20200707-221253_36
std_1594140809548_31,820d3c9b-d9c5-4dd8-803c-9099adc0c75b,tch_20200707-221253_31
std_1594141147965_37,b82fd2fd-f96b-4a2e-86ac-dbf8161a12d4,tch_20200707-221253_37
std_1594140973902_33,b2030fc7-b2a9-4ea7-84a3-e5201b6b834f,tch_20200707-221253_33
std_1594140658736_28,9b660763-6ed7-4735-924f-4431edf8d9bf,tch_20200707-221253_28
std_1594140983552_34,510cbd52-60d0-4c59-9960-776268a3cb87,tch_20200707-221253_34
std_1594140838844_32,829e6465-e579-4ac2-aed8-cdc377bbe62e,tch_20200707-221253_32
std_1594140673830_29,56fe3720-8795-49b3-a850-7aff8c462941,tch_20200707-221253_29
std_1594141162730_38,72ba8576-ed22-4488-9d16-69394f741fd3,tch_20200707-221253_38
std_1594140997598_35,a9826465-d2b8-47f9-8dd0-93bf18f08b27,tch_20200707-221253_35
std_1594140691729_30,9191fde6-13ea-4a03-99a4-a4951d0d43be,tch_20200707-221253_30
std_1594141016218_36,0075e572-bfa5-42d4-b54b-634b367123b7,tch_20200707-221253_36
std_1594140704410_31,53bcac69-4f5e-441e-b6d6-f1bcfc7b3a8e,tch_20200707-221253_31
std_1594141031531_37,7650baee-a816-407f-9fc0-a21c2d562aa5,tch_20200707-221253_37
std_1594140862176_33,16b540ce-27a5-491a-9ead-296285518769,tch_20200707-221253_33
std_1594141182058_40,adef3ad1-5b03-4e3b-848c-7272724b91d2,tch_20200707-221253_40
std_1594140871589_34,d95132ae-306e-4f25-ac7c-82d5399e669d,tch_20200707-221253_34
std_1594140726438_32,e7acef9d-5623-4895-86a7-68f65c4d4043,tch_20200707-221253_32
std_1594140878873_35,24b384be-fac2-4615-9714-062510bc993c,tch_20200707-221253_35
std_1594141043981_38,1b685eca-64e0-40aa-8aa0-ac5c18e84fb6,tch_20200707-221253_38
std_1594141211449_39,8623029e-ec7f-4ab4-acac-2afd130a7147,tch_20200707-221253_39
std_1594140896778_36,dfbc2ed5-62ea-44ce-a16a-bd23c122b372,tch_20200707-221253_36
std_1594141226320_41,7f73e945-6cb8-490e-9878-5dc8c8338da5,tch_20200707-221253_41
std_1594140914308_37,b57a2de4-21cc-496c-91a8-01457367f399,tch_20200707-221253_37
std_1594141225630_42,b451da62-e9b9-4af7-95a7-01a01ce91471,tch_20200707-221253_42
std_1594140741814_33,9fc2b08b-7605-4ab9-a489-40f3c6ee095e,tch_20200707-221253_33
std_1594141065794_40,cc224999-90ed-4710-85fd-d898156229dd,tch_20200707-221253_40
std_1594141235717_43,00fbd245-47d3-4d27-aa38-fc0fafa593e0,tch_20200707-221253_43
std_1594140754752_34,fa344c03-5c6c-4a28-b11c-b5b08984d967,tch_20200707-221253_34
std_1594140929321_38,ba033265-20e4-463e-92bc-46375a4d9e37,tch_20200707-221253_38
std_1594140768891_35,5334805a-1f3f-4aec-9230-4b4e6fde129e,tch_20200707-221253_35
std_1594141246203_45,d0269333-c2ee-4be6-9c81-42458a290187,tch_20200707-221253_45
std_1594141079300_39,7f06ec21-855e-4a3c-9d40-4c582eb0804a,tch_20200707-221253_39
std_1594140781416_36,8897d681-09a6-458d-8ee6-2938f05a7ffb,tch_20200707-221253_36
std_1594141089603_41,4fe04df5-4097-4633-93b1-d46dc99148be,tch_20200707-221253_41
std_1594141277589_46,7c030193-22c5-4027-beb9-39a0ad6364e0,tch_20200707-221253_46
std_1594141272288_44,e57c2e18-68ae-4089-91d5-432722fe96ff,tch_20200707-221253_44
std_1594141110540_42,2bbb7e09-8162-4894-8404-d313e9adf89f,tch_20200707-221253_42
std_1594140798120_37,4599a4b9-9151-4f14-8432-1202f6873ab6,tch_20200707-221253_37
std_1594141125013_43,978ae522-764c-4892-a74f-3a19c636c982,tch_20200707-221253_43
std_1594140950647_40,b302d517-edd9-4951-97e1-b89e2af0efb7,tch_20200707-221253_40
std_1594140813160_38,bc812e5f-e491-4a10-96c4-95dfc7cc8d77,tch_20200707-221253_38
std_1594141306460_47,30966ba1-38b3-4fe4-941e-f647a9402774,tch_20200707-221253_47
std_1594141137139_45,2a08f6c9-2127-43c4-b37d-15252374bf8f,tch_20200707-221253_45
std_1594140953756_39,825ad8cd-608b-481e-8592-d0a8e27fc23d,tch_20200707-221253_39
std_1594141153472_44,9e55512b-d413-4f10-be1a-5ccc377cfcf6,tch_20200707-221253_44
std_1594141160095_46,1e630949-9081-411a-9d2f-54697442d0e5,tch_20200707-221253_46
std_1594140987148_42,a7b75ea4-95b9-4df1-850b-e7973755afa7,tch_20200707-221253_42
std_1594141003185_43,bfd40ba3-7851-44e1-8eda-6ff6a570f134,tch_20200707-221253_43
std_1594140970887_41,74b7f5c6-5c35-435c-b2fc-02f655db3617,tch_20200707-221253_41
std_1594140839398_40,e6fc6adb-c9ec-4e24-9299-6085d48a5499,tch_20200707-221253_40
std_1594141328238_50,33ec9d75-6659-4aa2-92bc-5ffbeecfe229,tch_20200707-221253_50
std_1594141333659_49,85721a3e-b18c-449f-8d36-2c15e795db2b,tch_20200707-221253_49
std_1594141341603_48,e4c9ef3f-392a-4423-953b-a2133c67ddf6,tch_20200707-221253_48
std_1594141186661_47,ef644390-2464-4158-a978-c6fc2111d288,tch_20200707-221253_47
std_1594141030160_45,7f2eb88d-a5e3-4ecb-8c2b-9972ebc1a04f,tch_20200707-221253_45
std_1594140833464_39,e408b505-14c8-4c64-b68d-a98a9566d4e9,tch_20200707-221253_39
std_1594141357158_51,087d02aa-4c8c-46df-a2e1-ca737a78f58b,tch_20200707-221253_51
std_1594141044128_46,f5d17817-7a85-4567-9359-cbece99d4b17,tch_20200707-221253_46
std_1594140887659_43,4f98e5df-3ab7-4994-be05-2bc6a1a7a33f,tch_20200707-221253_43
std_1594141023474_44,3353fdcd-c92c-4204-9a5c-0d7a45a8259d,tch_20200707-221253_44
std_1594140853345_41,9deb6826-66b6-46ec-9fd7-33610b4f6b58,tch_20200707-221253_41
std_1594140872908_42,fed90ace-ceee-413b-86dd-8a2dc1f1311a,tch_20200707-221253_42
std_1594141372517_52,b08bb93e-788c-4038-a1cb-9166dff30243,tch_20200707-221253_52
std_1594141222218_50,171a0cbd-ec2d-4ffe-b527-9701633d80e7,tch_20200707-221253_50
std_1594141221773_48,ff64cb82-49a9-41cd-aa03-830c95984222,tch_20200707-221253_48
std_1594141221636_49,b3dec71d-844d-4fb0-a18d-7439b28fa66b,tch_20200707-221253_49
std_1594141055893_47,3514607b-1a26-4959-9fde-69e448cac936,tch_20200707-221253_47
std_1594140921223_45,197d7316-16cb-4e7d-b905-90e4ca5670e9,tch_20200707-221253_45
std_1594141398663_53,7108fcf5-23e9-4077-93ea-309563c3d974,tch_20200707-221253_53
std_1594141245493_51,2786e489-02b7-4ccb-ae1d-54bb12b26ad3,tch_20200707-221253_51
std_1594141399136_54,4d3dae7d-26e1-430a-ac88-2ba7d10d3a7d,tch_20200707-221253_54
std_1594140935079_46,6c83d177-a81b-4cf4-b72d-e789458d50ad,tch_20200707-221253_46
std_1594140914743_44,51a2129c-5332-461a-aba8-e2f27cb39855,tch_20200707-221253_44
std_1594141255165_52,77599592-9e1d-42b3-a1b8-6844d7128f9e,tch_20200707-221253_52
std_1594141111330_50,d82a67b6-408b-4de2-aa85-dcb28ce9b783,tch_20200707-221253_50
std_1594141083713_48,d1241020-389c-482b-a14c-a1997618a336,tch_20200707-221253_48
std_1594141107964_49,f8ac9f7b-7713-4cea-afbb-662f4353f511,tch_20200707-221253_49
std_1594140944364_47,3270f16b-2c5d-4247-a4cc-7050a07a435e,tch_20200707-221253_47
std_1594141439204_56,490e6fc7-8b5e-496d-8928-399f8b16ff2d,tch_20200707-221253_56
std_1594141286236_53,c039101d-8b49-4b36-b80d-7bf12037dfc9,tch_20200707-221253_53
std_1594141129999_51,64c53eca-e9b1-42ac-8c42-92efea88a184,tch_20200707-221253_51
std_1594141441757_55,7d093350-6941-47dc-a087-c4788c5747e3,tch_20200707-221253_55
std_1594141287941_54,b704320e-0a28-45bd-a791-0a7b9bad242c,tch_20200707-221253_54
std_1594141461013_57,33b82cf7-6fc8-4bd7-906d-9a26bb11a092,tch_20200707-221253_57
std_1594141142221_52,1dd27f28-0e33-463d-b170-187fde6451e9,tch_20200707-221253_52
std_1594140994436_50,cc303db6-3689-41b9-a4a9-13bb094f677b,tch_20200707-221253_50
std_1594140965490_48,c496f35a-5b82-4486-8a2d-d287c5083f0a,tch_20200707-221253_48
std_1594141474449_59,8f314d63-d6bf-4af7-9267-78beece5634c,tch_20200707-221253_59
std_1594140985826_49,d0a4e33c-4902-4b75-ae16-39b1bdc747ec,tch_20200707-221253_49
std_1594141329198_56,08f4246f-791b-4e05-bbfd-6be4fda56162,tch_20200707-221253_56
std_1594141012298_51,b005c6d4-cc2e-4641-a0d5-0ce6b29db205,tch_20200707-221253_51
std_1594141325894_55,d8844397-65d5-44b1-bc05-2dea6c2a041c,tch_20200707-221253_55
std_1594141171642_53,f583c5fa-1d2d-4ff1-af6e-2d658b34b5a7,tch_20200707-221253_53
std_1594141479516_58,9f726e72-f1cf-4c36-806a-52501b3290e0,tch_20200707-221253_58
std_1594141489841_60,793abe0d-f3bb-4206-823d-4f5546ce6ee1,tch_20200707-221253_60
std_1594141178278_54,e09f3855-79f6-4095-a697-bbf4ff0847f7,tch_20200707-221253_54
std_1594141507049_61,80be1004-b18d-4c10-b1ab-022454ee7d44,tch_20200707-221253_61
std_1594141026022_52,2a331d9e-c484-41fd-99b1-64624b3fb957,tch_20200707-221253_52
std_1594141341973_57,a93b6e3a-2a88-44d0-80a4-53011bf47947,tch_20200707-221253_57
std_1594141375545_59,2b165144-76b6-46e9-9d07-b89bdda15b2a,tch_20200707-221253_59
std_1594141514772_62,3c5c3aa7-d714-4ef8-b32b-fab4c05b337c,tch_20200707-221253_62
std_1594141210329_56,668ad380-4cda-4006-abc3-a79da7413d9c,tch_20200707-221253_56
std_1594141369180_58,8ccedda9-6680-4a32-b6d1-78abc462dfb4,tch_20200707-221253_58
std_1594141213424_55,d1a1ca59-b50b-4231-abe8-ffc503378efc,tch_20200707-221253_55
std_1594141541467_63,bdc06a9a-427c-43fb-b862-85ae78b0ca92,tch_20200707-221253_63
std_1594141373463_60,0c308f46-e7e7-4390-bb38-e727cf6330f8,tch_20200707-221253_60
std_1594141045019_53,9d33b059-ab80-41d7-84b1-1d8fea4d61e8,tch_20200707-221253_53
std_1594141543287_64,067aabae-2421-41e0-bd78-17aac1130fb8,tch_20200707-221253_64
std_1594141058068_54,82572c40-22b3-49e7-825a-a3e2e1d2c1d7,tch_20200707-221253_54
std_1594141399659_61,91e86a53-b428-48b0-a890-c21d86811769,tch_20200707-221253_61
std_1594141222892_57,65d541b5-7394-4d67-a75a-fa1fdc1c1e08,tch_20200707-221253_57
std_1594141556228_65,6dd3155f-2f76-4a96-8c27-ac9f373e5cf1,tch_20200707-221253_65
std_1594141258954_59,cd25654a-72fc-46fc-b93c-8aa647d22b05,tch_20200707-221253_59
std_1594141399432_62,1941c6a2-15ee-407d-aea6-e1b90769683a,tch_20200707-221253_62
std_1594141091279_56,33b4cdc6-6d73-4ac8-bf1f-ebc4501d6b06,tch_20200707-221253_56
std_1594141252222_58,54ee85fc-54b8-4531-ab20-fe4eb7ce7fff,tch_20200707-221253_58
std_1594141078194_55,59b85d79-19aa-4db1-9e49-ba4b08526028,tch_20200707-221253_55
std_1594141580315_66,8faeb1c6-764f-47a9-a237-71fff48cf882,tch_20200707-221253_66
std_1594141427976_63,fd2bc33a-603e-48f9-a154-76a65d625d84,tch_20200707-221253_63
std_1594141430357_64,02d7f924-7def-4b9a-b99e-e28c70b97179,tch_20200707-221253_64
std_1594141260506_60,32cb40f7-d985-4076-a78e-4cb2c0d45a13,tch_20200707-221253_60
std_1594141106732_57,d9d2a3c4-5bd2-4a8c-8c45-f670e4b80a4a,tch_20200707-221253_57
std_1594141584985_67,57218121-24aa-4ea1-8e89-c2df75f2645b,tch_20200707-221253_67
std_1594141291869_62,c966932d-fc17-4cfd-ae2e-90ea89b00417,tch_20200707-221253_62
std_1594141292772_61,f660ee1f-1954-46b2-87c0-88b0bf28311b,tch_20200707-221253_61
std_1594141463803_66,0eb3e6fb-db38-4ed1-a8a9-8c3a9dfa136b,tch_20200707-221253_66
std_1594141441682_65,c7e125cb-f182-432f-af2a-2493e633de93,tch_20200707-221253_65
std_1594141152542_60,2cb12c72-24e6-48a1-95e9-80a1ccd0a11b,tch_20200707-221253_60
std_1594141312100_63,333997fb-a604-417f-a7ad-c5e36eb0503a,tch_20200707-221253_63
std_1594141611577_68,bbba669c-7499-4135-8f93-af1baedb7f32,tch_20200707-221253_68
std_1594141317011_64,30108ebd-4f55-4f5e-bd24-9426a5567054,tch_20200707-221253_64
std_1594141641669_69,812a3a30-a3d4-42ec-bbc4-e3700bb54385,tch_20200707-221253_69
std_1594141642034_70,765d06a4-282e-419c-a8dd-9d3970b9b30b,tch_20200707-221253_70
std_1594141142213_59,dbba972a-1333-4e6a-ba3d-2d2cde416968,tch_20200707-221253_59
std_1594141143963_58,a9d53626-1bc3-45a2-8c65-77d2987e3358,tch_20200707-221253_58
std_1594141651129_71,4ce300cc-4a5a-41da-a4c1-2340f0b793d1,tch_20200707-221253_71
std_1594141660503_72,5392af66-9519-4c48-89e6-8063133fa8d2,tch_20200707-221253_72
std_1594141476659_67,6c117f68-1a19-4c9f-b20e-712a9069125a,tch_20200707-221253_67
std_1594141183151_62,984a9220-8fef-48e4-9cdd-cfea3bd52705,tch_20200707-221253_62
std_1594141333090_65,9d1a27d9-d083-4320-b9a3-22f72bc96732,tch_20200707-221253_65
std_1594141171649_61,9b6c67f1-54aa-4515-8511-e7d7bc0380b4,tch_20200707-221253_61
std_1594141344984_66,354a7224-258f-4b33-9001-3e18a9ca9395,tch_20200707-221253_66
std_1594141195113_63,155c9d0c-cd74-480f-ab0c-2007994042a4,tch_20200707-221253_63
std_1594141204377_64,40801381-2452-4117-ad1e-871d4ab50b48,tch_20200707-221253_64
std_1594141494992_68,d27dfc60-6727-470e-9c1f-e143b2cdb4a1,tch_20200707-221253_68
std_1594141527665_69,66e7da40-92a0-4e79-aafa-a22cf5a4eb92,tch_20200707-221253_69
std_1594141533482_70,532d09da-869c-49df-9d6b-abdff36e63e9,tch_20200707-221253_70
std_1594141688694_73,c3e70593-d0eb-4edf-828b-c2306878f9c9,tch_20200707-221253_73
std_1594141544046_71,b47f8bfd-fb99-4cc6-a8af-128ebedcdbcb,tch_20200707-221253_71
std_1594141550046_72,206b7088-d8b3-4b74-ba78-b73713027da0,tch_20200707-221253_72
std_1594141367003_67,2d999e5b-c272-4520-beec-e1f155a70b75,tch_20200707-221253_67
std_1594141218434_65,156f11c9-e908-4542-9bb4-b9f15a10a7a4,tch_20200707-221253_65
std_1594141241883_66,62c847b5-f027-406b-ba81-cddf770f15f5,tch_20200707-221253_66
std_1594141715868_74,7f482843-e707-465e-8ce5-c1c0e6139631,tch_20200707-221253_74
std_1594141380469_68,a99e34d9-1c42-4e7d-8973-f722b231f9b1,tch_20200707-221253_68
std_1594141723847_75,a9d2259e-720d-4905-bca6-e6ce9d9bbeda,tch_20200707-221253_75
std_1594141729711_76,a38aa1a7-61bc-4efb-a2cf-4d7ab2bf7731,tch_20200707-221253_76
std_1594141403296_69,242e2877-020e-477a-881f-55cae5d9c7ca,tch_20200707-221253_69
std_1594141419754_70,d5e1e946-e88d-4ddf-8c57-3677b98ba16e,tch_20200707-221253_70
