teacher,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200525-210959_188,class_20200525-210959_188,GTi7-pikz,55172f36-2c86-4c63-a47b-6dca1d5fe900,3972ddce-d42b-4f77-a155-e079637db1ca,4f4b4f46-9b37-46e0-944e-90c8fe08aeca,21b3db80-8358-4380-9926-da4ab29c97ed,8386cdaf-c342-4aab-9fb6-eccec724a0cb
tch_20200525-210959_189,class_20200525-210959_189,k3Kg-4X8t,41d32354-bffd-4507-a439-94dd2715e405,c9731bd3-a967-4e4b-84d2-3b6e51a24e18,0547674f-951a-4c8e-b424-2730fd9b5444,f56a1802-8a55-4e17-adb5-a002637132f4,af24fe27-1726-46af-a15a-7f465c764464
tch_20200525-210959_190,class_20200525-210959_190,sL3g-X2Xq,673052d4-2093-465a-9433-8bbe3ae028a3,f44fe6a9-9b4b-4260-a4fe-26d1d964ed61,cc19789a-f2f5-4899-b0f8-3fe9325e3c6d,98ddf2b8-38d0-43a7-883a-75cc9a1a4e35,6a690d4b-cdc5-4e05-858d-75635c0a6c6e
tch_20200525-210959_191,class_20200525-210959_191,8Nvy-ERy2,95874292-eb09-4f7e-8612-e3b84ce28fca,0f82d6db-b124-4536-8898-06a21b175b2f,6de72697-1d60-4c39-b3c8-b6e08cccecf7,56ec6963-a23c-43eb-9850-763695afc7bc,bf6fcaa1-9dea-42c1-8d97-d132f91c5cee
tch_20200525-210959_192,class_20200525-210959_192,vyua-vDGx,e967ccb1-81b4-4aaa-b334-8d5fc79cad19,19e81d89-27d4-4e03-ab52-86ad4cc4b882,49c7cb18-dd40-4b20-8509-02db943269de,e10b9a91-3a06-42a6-b320-0ed064247966,c73b547e-04ed-4791-a086-aae789cbfcbc
tch_20200525-210959_193,class_20200525-210959_193,hZ7m-s2ng,2f1df388-2839-4a4f-8903-54a20a3cea99,4312e48a-b982-4b40-9f4b-fcdebc5b0327,3a8a86f3-60da-4bfc-90b3-1c3113a8244c,e2353763-f668-4463-90e7-4811c3290da7,7d3b178f-76b8-4c27-8319-ce9d069f3273
tch_20200525-210959_195,class_20200525-210959_195,RZ6H-CoNZ,9109c1f4-c82a-4af4-abfb-305d77397e96,0f656dc3-6a76-430a-99b3-de27db08d800,c15f814a-a0c6-49b9-ac01-c199a5071513,45cf5ba4-49f5-457a-9b40-28b60e046a27,822d2d0a-77d3-433e-8a22-a0da0c4e1704
tch_20200525-210959_194,class_20200525-210959_194,9QaG-rN2M,af2ae1ae-1f9b-4cf0-81f0-58616402dc4a,79d858c0-9805-4c79-a8a0-8f6e9858aa8d,4af9bfb1-6267-4b43-8531-094dd1af6b6e,396154f5-6011-402b-b258-2d5f729ea1bc,de8d5e17-75b7-4ff2-bd99-40f835174b33
tch_20200525-210959_196,class_20200525-210959_196,qjd4-BarL,9d1dfcc4-233e-473a-bcee-b56f4151b927,b4b7a087-2746-476e-a8b4-7be3f24d3634,1c10c080-f0d4-4933-9090-035c689e668b,b6611b5d-44b7-40d7-9026-361401db111d,18f0e117-3e15-44ff-a2ae-04a6754cbe47
tch_20200525-210959_197,class_20200525-210959_197,xjNa-c9ny,e47d27db-1554-47a0-9c6d-28b805ea17f0,92a400fc-d8dd-4969-803b-7a427175a1dc,28b37678-d67f-4eac-bf13-fdb1e73579ac,5a57d0c7-c807-4d7f-b5ad-b1102fa431de,5f8cdeb4-3b62-450c-a9e4-515e6802654f
tch_20200525-210959_198,class_20200525-210959_198,Lb9C-tBTz,24cb8e18-1fc3-499b-9336-6bccc5fcc467,59f4de3b-1caa-47c3-b684-3bb218401648,6a640825-c366-4223-8ba4-028361b32892,e22cec6a-ed1e-46d1-b075-b5a74520a3d6,6c5d67ff-934e-41f0-a597-cffd1cc592d6
tch_20200525-210959_199,class_20200525-210959_199,DCYK-4Un8,f79994e4-ccb5-4301-acc7-c17e752751bb,4713e4cb-24c7-4843-aef7-a6555e592117,b8bec3c6-7c78-4d3f-b19e-5f48bd89a158,0f1cee3c-fd2b-48c3-a354-03b1494c65a9,53a8b540-d900-4dd1-bb45-bc1a8daac6be
tch_20200525-210959_202,class_20200525-210959_202,2Ud6-2e42,a365ef1e-1d30-4453-8a6a-9d0b37a11d15,d07f871e-2aa0-4625-a83b-35056466f8a8,35062c46-c36d-4b6f-9a51-7deb80013732,ed7d17c4-2aa9-47b3-9fe1-721e3d35f5b8,6509769f-cccf-4bd6-8675-289938bdcf13
tch_20200525-210959_200,class_20200525-210959_200,dRao-nYk7,f2f94fa7-325b-4dc0-86e1-1b1838d4835f,dbef6f1b-eb60-4fe9-844f-51b0768ca5f5,bc5b256c-52f8-42e8-a0f1-e939e8d3a240,a3156427-33bd-40dc-b21f-c7d26648b209,fb3babdb-ad57-4dba-ba84-9fd37876485b
tch_20200525-210959_201,class_20200525-210959_201,8w86-swbD,bf06045a-5ecc-4c59-ba7d-fbbb2e253ec5,af22e905-41bd-424a-904e-3088042c9f36,ccbda3bb-218a-4f13-8fec-6585c55257fe,a941f352-51c1-474d-8511-8ffe0a1d9afe,69f38680-0b46-4ca8-8cd2-831697933537
tch_20200525-210959_203,class_20200525-210959_203,9Zwh-64Mn,736b7e20-483c-4a71-96ef-1b5124550473,d5fc543f-0c60-42c3-a4cf-b04556126ad5,c1b88166-8b12-448d-841f-ed6bb3ff1bb8,750f5f7a-9293-498f-a6db-1a30347bef31,e0a269cd-049e-4556-848a-94ad07a05c54
tch_20200525-210959_204,class_20200525-210959_204,Av34-RyAd,118983ea-5413-4704-9f09-52412c889719,43ba3daf-340b-41e6-b370-703d0164fb85,7f377a39-3771-438a-a14a-ef726b645cd0,ed41bb19-74d7-4022-808c-a193d21ddf23,140abdb6-1911-473c-98cd-8d88153aee4f
tch_20200525-210959_206,class_20200525-210959_206,C49Q-7fe9,e3972b8f-e2e6-46ed-bb3f-4dbe2cfb986a,c581d36e-a37e-4cf3-b1a0-5a5f458e786d,ff8706b1-46bf-44cb-9b46-d83b35219cbf,8c194de1-606d-42e3-8b88-ab6c5144bb1c,b9967b7b-2e66-4411-ba06-7e318fefa668
tch_20200525-210959_205,class_20200525-210959_205,n78D-MBeW,1bc7ce87-0b42-4a01-b2d8-09dfc0fbd54c,50507bff-8100-49e8-af80-fbc2e9f53915,1c5b80bf-ddec-4e7f-9e6f-86f44903ea05,81dcc471-e0d6-467f-bcb2-32d6151cdc0c,75be8205-f480-4dee-95f4-779815851e2d
tch_20200525-210959_207,class_20200525-210959_207,LTgN-QEQC,dac28860-2948-4178-b370-e12c9758f81f,97748201-e120-48b3-869a-e977d5bb271c,e20ece3d-cff0-436a-8c52-ea6fe17d88de,17fca47d-9b25-473d-a2b5-733465d5da41,8532e095-ccfb-4947-8bee-2403ddcbe7b0
tch_20200525-210959_208,class_20200525-210959_208,jT6y-4Zcs,1ddac980-5f31-43cd-8e14-92a76f736e7b,62f968eb-203a-4283-9ce2-bce059500106,c6bca0a0-b2c2-483e-a558-99b0cedd1674,58312884-d9db-443b-8c2b-9dc01e207d25,7dcac85b-6286-4156-9bae-5fcb0d8f8d30
tch_20200525-210959_209,class_20200525-210959_209,7vbJ-eF2C,147eba79-a810-4eb0-b001-b2fb64647840,11442f49-da75-4a43-805b-5f7cde702693,77f8cbc6-530c-415a-bd50-edbc71c904ca,19e5edfb-89c4-461a-aa74-60de7de630b6,5965c07a-f262-487b-942c-84c5f5b22db2
tch_20200525-210959_210,class_20200525-210959_210,QhG9-KCk7,9cf7244f-8a52-4172-b81f-73947cd066ba,0491b872-88cf-4774-9513-3ef7d5f6caa4,9db328c7-ef8e-4f37-8106-67b9bd46f463,b5abb37f-8eed-4ec9-8bc5-856db4b06c9d,b4f8d6f4-b34a-4252-b0f2-a88db7d1e94e
tch_20200525-210959_212,class_20200525-210959_212,N3Kk-2Eu3,42fb81f9-06f0-4376-af99-98123fce39d0,b121b1ba-5047-4a46-b597-ae450b2def78,ebc9b552-1b2d-4f17-bf37-51bed19253e8,a4fd44c5-81a9-4f1d-b088-4b7dc738a6fc,ebc015e4-e4e0-46ae-b0c4-5d88d4db990e
tch_20200525-210959_211,class_20200525-210959_211,9uRp-sg2R,67acb075-a552-4d1c-88ce-fad62973c5f8,7a72b5d3-bd08-4484-a3fa-ed46db39574d,6404ca1f-f3a0-448b-886c-42f5c9474e7e,1e0fc415-7e8f-463a-94a6-3e8c949e585a,45502769-f601-45ba-9853-2d94a8da8a04
tch_20200525-210959_214,class_20200525-210959_214,2U2e-YdsG,f3c168be-5da5-45b3-8b2f-ac33b9e29f2a,81398982-6ebf-4ad0-9b9f-243302063b4a,ea1905be-e93c-4082-ba20-cc77b0dbfac2,36acb268-68b4-48dd-a08e-72358859d6dc,7805eb48-3917-41a1-a242-d4f4e2f60523
tch_20200525-210959_213,class_20200525-210959_213,BMGm-wERX,7242e571-1326-4b9f-9978-8f4ac9b27f90,8d752715-ade1-4681-93d5-485f53511bd7,87e1bb6c-c887-4c4b-b704-0d1546f48cbe,da432a57-a6d0-45a2-820b-a5175e94d954,fac9ae12-b7ee-4375-b4e7-0980c0b67f6c
tch_20200525-210959_215,class_20200525-210959_215,RK8E-KPC4,e39b03d0-35e7-458c-b905-cc7565143ae2,b74c9617-0da9-43c7-bca5-ef5018ba3417,6064c922-3d15-4106-9703-ef8ec1e461dc,7e0ab3f5-4bb6-4f55-89a2-5291c2fda13c,34d712a6-1686-4971-8fc4-4084b682915c
tch_20200525-210959_216,class_20200525-210959_216,Rv7o-PBRx,2ea8c94a-cfb6-45fb-b834-e14c3a43f7e1,c1b21c1f-9994-4846-aa3f-a73ba67d5334,3c4e3907-1265-4389-b80d-abc2e5ac79b1,425d5db9-a7b4-4b10-bd76-15d38a11f0d7,e06b0d88-36af-4a68-abcd-28a06ea28fec
tch_20200525-210959_217,class_20200525-210959_217,A79t-v89o,0c0db3fa-54f6-485e-b25d-79080c47f00a,1ad9b69e-9c7f-45d6-908f-4ec29706de23,891fd991-4996-4ed7-b72b-7783f2a490f1,cb1a80c3-54a2-44d0-87bc-4818b67459d9,803bddb4-6495-42ca-b255-ec61674f45ef
tch_20200525-210959_218,class_20200525-210959_218,tF39-Cr6e,1a74cb3f-f1e9-4c7a-accb-0dc4f50d22ed,f1bdd250-715a-47e7-b49d-73507f2cfc30,b324511f-214c-4939-8e1d-eb85018be025,b8dcda01-eed0-4932-8f21-47ae691b7bfc,c0980bcb-0626-48c4-b6e5-cd2bdcdc57a5
tch_20200525-210959_219,class_20200525-210959_219,4Yix-XCZX,8da8ec1b-a11e-48f9-b310-3d1b1d7e1a1d,faf9d349-b2dc-437d-bb0b-54aedd8e6062,5bfbd8ee-8051-4d17-8a0a-d0fd72bea38d,04a06afe-1ce7-4ef4-9273-e53a6b446cbd,53a26b01-d5b3-4cea-9de5-e0cf2f57084b
tch_20200525-210959_220,class_20200525-210959_220,t9Nk-c26h,b494b48b-5246-4c81-bfb9-5d4ec423fcda,0d5cc16b-be3f-4474-a3ef-ad3f0db51789,ce52bc86-a42a-4308-ba93-85f4fff96e6a,7a4888dc-ca77-4f0a-aabf-b3c1e760f621,539f9b19-8e97-4d32-afdc-03bff95a91cd
tch_20200525-210959_221,class_20200525-210959_221,Gv2H-pX67,ca886054-d6c5-41af-8fdf-21e75c364fa8,1abbbf43-fadd-4db1-a9ee-3069ee4c31bb,ed09e9b2-2336-4270-b0ad-06f8cf4fb945,ba55bc1a-42c4-4040-bab1-2b6a9866d639,a5afc489-aa36-471c-8c0c-f9e97cb3d6ca
tch_20200525-210959_222,class_20200525-210959_222,HmZW-Yt3x,967cc0ab-219e-4b8a-8c38-a745e7a0ca8f,151a6bac-8039-4e6c-a5c1-f80d046f4521,ff516d9e-c468-46cb-aa9e-3c02cf4de12b,380e6eca-858a-443f-bcb5-8dbd13869dac,7dde8c94-b95e-4d92-9978-3aef91604153
tch_20200525-210959_225,class_20200525-210959_225,M27d-Q2mc,6157fcfb-04d8-4438-b1e0-d7026d49ba3b,7348f513-ad80-41fa-9a7d-777dd96bee48,8aae86fd-32ea-4dc5-a80f-675d21344254,5a42f9d6-df4a-4bc1-a6dd-9d31565de6d0,78f13cf4-f542-43eb-a8cd-a2b8eb94e49e
tch_20200525-210959_224,class_20200525-210959_224,M6vG-D4eU,a1f288d9-44e9-4e55-91e9-3f7a4e7def76,79b91b27-454a-4fa3-9547-152da8764665,53c97ada-37c2-48ab-a9be-2cdfea12030e,69023456-84cc-440e-8b6d-ee97f6b64236,34084e92-00ba-41eb-b02d-406dcc064927
tch_20200525-210959_223,class_20200525-210959_223,93sW-XRW3,a2ff8852-86db-4ce2-ab49-c266a2010957,39f177ee-7f5a-42ed-84c9-470c7208bd35,6db059c3-d252-4739-bc2a-2e53d7495f58,c26d11fa-f349-4a2e-af37-7475834a716a,6e542352-1845-4c38-b7d5-e73b703e7b0b
tch_20200525-210959_226,class_20200525-210959_226,4F7F-fpae,8e47886c-e86d-49b0-95a8-0241a1ea92af,b2eec9cf-2783-48d5-8e85-f0aa0e94c10f,5f3a4515-805b-42ae-b818-e6b84af22e42,7555bac8-9fa6-4b23-933f-063082d0572a,7b4f25f3-cda5-4cae-83f7-c98ad5f255a9
tch_20200525-210959_227,class_20200525-210959_227,hBdQ-63xc,9237aee2-7a2c-4485-9edc-fcd5a9974519,c66887b3-e386-4a2d-ba14-b88df43e10d0,b7187a7d-7bb1-48f1-8764-08b18dc22ecc,9fdc86ad-badb-4eba-a452-7276b9ca5c2b,76dc01e4-7843-4a67-bf0f-d57267899265
tch_20200525-210959_229,class_20200525-210959_229,2J9z-sZ7W,4cbdd04d-8bca-4637-9237-d8098aca63b2,f15691d6-46c1-403b-a398-4846c5e3cb89,0f4d00dd-455d-4ebd-9124-bba534731fb5,d287587a-4ebc-49ac-a3d7-aa303cb98293,5db7d548-7996-4bad-945b-ddf9788e1d30
tch_20200525-210959_228,class_20200525-210959_228,u8h2-8Cai,ac7ddb76-e4a0-4d95-b43a-39c7fb639ec0,8ab926d9-8b13-464d-8e8c-015b30dee4c7,3d02f370-d9de-41dd-a699-26f44ae1c650,58ed9a1f-8819-4729-a0ef-6f5d32caa882,fc8444c3-8665-4614-a0d1-765c242c8c7b
tch_20200525-210959_230,class_20200525-210959_230,zfig-NPqc,217e0d31-c665-4f63-8aec-711188a937a2,b38aaa96-a630-4e78-b814-bf7c7638543c,6dc21ce7-8fc4-4a59-8d18-4ad1092a6baa,47855621-c508-4a75-aa07-16ba83dd888e,0a1aca22-a727-4a27-8e72-6713143770e6
tch_20200525-210959_232,class_20200525-210959_232,Ara2-Dxmo,d5b0c766-f8c3-43bd-b7ac-e9add51bd948,d0c44d98-81a6-4243-b26c-ef13f9bb7d93,ec8b2582-f4b6-414e-91aa-599d158f176c,75a43ce2-8d62-4bf5-a555-47d18ca5eb6b,a2dc529d-2445-45dd-85eb-58bdbcd7993c
tch_20200525-210959_233,class_20200525-210959_233,8uBU-2AcG,ab613b6f-306a-427a-9da3-2a3f28cbcd59,7d32b1bf-1c33-47e0-be27-75b099cc8c1b,ac1d8d17-0a80-4506-bd75-42396567c233,f1096f94-39a0-4749-84d2-05978ac42601,8d54dcb0-857c-4a78-9165-b3c0d6c9ab3c
tch_20200525-210959_231,class_20200525-210959_231,wHc7-cJud,b8195111-066a-41fb-a94e-01fb5dbee251,6c4e8341-9457-432e-bb69-54fe75a9e1fd,8c7cba81-973d-4774-b4e1-b35def063e49,79a0e6e1-e893-40a6-94c3-a9b7b28c2075,2cf0f789-5e46-443e-9ccb-182827d19145
tch_20200525-210959_234,class_20200525-210959_234,Wo4B-KT7p,f84bdf6f-75fa-4e00-9ce9-557c92215435,243a2835-1ea0-4bf1-b301-394968cba703,cf89c0b5-6884-44b4-910d-4e0452c5feec,f1279d1b-bf0c-47d6-8a0f-642562a494f2,53eafdbb-acb8-4f25-92a0-ac43182f6263
tch_20200525-210959_235,class_20200525-210959_235,ioTW-xiop,a3440f7f-77be-45ed-b55b-ccac8d4abbf8,f743228c-6152-4846-812c-bef03b498c1b,28a5f1cd-3264-41d3-858c-b06ffc3f0eb4,d71419e7-bcb1-45d7-82d8-b63662a24ca3,96ed5192-4503-4061-907a-2d731e66d10a
tch_20200525-210959_236,class_20200525-210959_236,D8Z8-AWyp,51be87f7-faef-4754-a9ad-91865f6d7164,ae6964f0-965b-4417-ba43-91645548185e,8825d131-2912-4d60-a555-3c3d9f518723,c003e177-0e7c-4bc5-98f1-aca9f6977da7,8fa6697e-164a-4192-ad06-d4f9242d79e2
tch_20200525-210959_237,class_20200525-210959_237,Jymt-nMFH,76b4eae8-ae77-494b-9bdd-f686cb9ce835,6ef9a271-97a3-4f09-a7bb-923ec87c179f,dcf0dc0e-685c-4308-853e-9a377e281585,d6d1c9b5-5114-4a23-8cb3-6d8097b0f24b,9b61a52d-a4aa-4076-825e-7b5c451d44b5
tch_20200525-210959_238,class_20200525-210959_238,sdLy-x2q4,f055b2af-4fb4-4e19-a9d9-b170c6ce24b3,85cec7b9-6dac-46dc-8e34-cdd467e7ce77,36092b0d-9530-41ed-afcd-02465c9c66be,46dc7808-e047-4f37-9ede-7788dc137c87,b9281262-3d27-4a3d-ab07-e82c6e398d96
tch_20200525-210959_239,class_20200525-210959_239,AuUb-6gUN,116ec46e-6c24-4e4a-b3a2-ac9d27ca570e,bfd0ed0c-7afc-4fe5-9a6c-c60a442615c8,79e8ba75-055e-4d00-a974-9957c2494219,46061657-0b27-4b3d-a914-386499f420c4,c32b12a0-0b6f-444c-9855-37ec443ff3be
tch_20200525-210959_240,class_20200525-210959_240,wY6p-K2uT,a74d3a00-7a11-4176-978f-6b712b128485,c0a62d67-305b-40d8-bdc8-9805dc639f04,80a9e991-0cb8-42a5-ac79-51041fc5b11d,e2ba988b-f858-45cc-9eb9-8e264d027b41,f005d229-2f91-4889-b0dd-0d7d04175581
tch_20200525-210959_241,class_20200525-210959_241,9N2J-6aoa,51c21da3-9a17-4399-9df6-3fad3ea9c3fa,cc0cf0c8-4aab-4ef6-b7ea-a3d44e536df4,0df82cff-9083-4f64-b209-d2c8b0d8c309,461f7839-5268-4450-acef-de2169ad963c,e2ba0b7d-f5f9-421d-b58a-527c2fa23235
tch_20200525-210959_242,class_20200525-210959_242,xXA3-r3Gx,bc0907fc-9645-4ae1-8e52-0f6a4269478b,3bbc7ade-7bdd-47ec-9927-45e0a0515735,3562f92a-1039-46b2-9fb9-553d68abb080,109ccc22-65fc-4af6-8c47-b814acbec982,4d9fa2c0-7a66-4220-9d77-133662bb14d6
tch_20200525-210959_243,class_20200525-210959_243,doYe-Br47,5a016b38-320e-44f4-8797-39a1a489edf9,843cade9-6b5c-4b96-bcc0-26b58a7a9301,5181f4b8-c238-4a92-b25f-603adda7bddc,a7ff2494-c718-4c21-82d1-276c3de41aef,851e9aec-3489-49b3-a47e-65bc4cb876ab
tch_20200525-210959_244,class_20200525-210959_244,4rC4-aEmR,74371bd3-1cca-47bf-839e-9228dc656b6c,a1568469-f9b6-4c81-b65f-f912cda2ce98,26b5c609-89b8-48b4-8435-af4b266ddcbd,5ea1844b-66d4-47b6-9aa9-8fa77c94380c,504bdb4a-a37b-49de-90b3-25a4e0c40d73
tch_20200525-210959_246,class_20200525-210959_246,Pb73-ht2s,be3ac38e-055d-49d9-a132-55980b618423,9070f3bb-4e1d-4910-80e6-ee5598b69b63,456fe2e4-977a-4526-b086-f3251b630be5,32697462-6bc7-4ec3-8f61-6aa0608b9ba3,547a8d9e-9dfc-4846-9b3d-5f451924eabc
tch_20200525-210959_245,class_20200525-210959_245,VKnG-kV96,ca8a86ae-37a4-4e34-88b8-84092977bbe4,22eae0b5-c909-4a5e-9dcb-7ab24cd45f23,1063f079-129b-4302-814b-ccfa89a89ea8,fce669b2-aa50-4324-aa0a-5bfeff63223d,eb2711d6-48b2-47a8-90ec-1fac433ff5cf
tch_20200525-210959_247,class_20200525-210959_247,c2so-24vp,aaabf4ed-41b9-47f4-9e67-51ce4a6da482,2d64991c-32be-4dd8-8a36-69707433d372,b4db4dbe-b9ca-4b94-b574-9104cdab52dc,14454c5a-8a37-49ac-868e-6234b791d4a4,f9d6b6ad-201a-40a2-b6be-748e0b9711b4
tch_20200525-210959_248,class_20200525-210959_248,4io8-Tpgo,135f3a39-9279-44c9-9580-665ce57079f6,3832a691-e3d0-45f1-8036-5235d092624d,11cba5a7-4e3c-46d4-b884-bb7609eb9bd2,7a75a3ea-81f0-43dd-af86-8174c3dd386d,8f4bfdb4-6197-41a0-926d-b33170edc245
tch_20200525-210959_249,class_20200525-210959_249,7wP8-AEir,62ee6488-25e9-4bad-9adb-e77e0787b5ca,a604f7f3-633e-4145-b9f3-46f2165d6960,966e2f5a-1749-4844-831a-95c993a4e064,2777eb88-6244-4698-a057-0bcb9e2f330c,7c05cfc8-07f9-4a9b-9406-0d5e047f06b6
tch_20200525-210959_250,class_20200525-210959_250,GMya-dn3L,f186f5cd-8ba6-424f-aa0b-99ca8b6d7cd7,70555423-38d1-4300-8c85-993e75675cde,a0b56817-e708-4c81-95ac-d0e787b3388f,e8643561-bcdd-4533-ae71-aa02413c556f,9093efc9-a74c-4172-aee7-5fad9b0d8335
