extuserid,groupid,tchextuserid
s52_1593064596261_22,6de3256f-0f7a-4bb6-a902-16591b38174e,t52_20200625-105514_22
s52_1593064759914_23,77a3067c-410f-4037-9f49-2add8b97680f,t52_20200625-105514_23
s52_1593064973558_24,169300d7-30a4-4701-94da-bad2aa88dbec,t52_20200625-105514_24
s52_1593064832384_24,7056c22b-e1f1-4cc3-9d7c-4df7a331918f,t52_20200625-105514_24
s52_1593064464104_22,3b700683-6c2f-4417-bea1-b7b72e269b9f,t52_20200625-105514_22
s52_1593065005467_25,59033002-7a05-4893-a0b2-b596dfea08a4,t52_20200625-105514_25
s52_1593064626194_23,bc326d51-61fe-4674-95dc-4e4ab2324665,t52_20200625-105514_23
s52_1593065041737_26,6337cca4-ae88-4209-8222-6ee45c02abaa,t52_20200625-105514_26
s52_1593064493160_23,bc145d44-fb8b-4e3a-baf7-a2549a40ae82,t52_20200625-105514_23
s52_1593064871089_25,e8d9df8a-3b37-4655-bb9f-83c94214cbd1,t52_20200625-105514_25
s52_1593064699731_24,3e58f19b-8e2c-41ef-b903-80eb74e49c61,t52_20200625-105514_24
s52_1593065107145_27,d2da21c6-bfb6-4326-9370-736b49d8c855,t52_20200625-105514_27
s52_1593064916000_26,48b71a54-ea2f-4eed-bae9-39d8e38d084a,t52_20200625-105514_26
s52_1593064736807_25,fad92fb1-62a7-42f8-97ca-ac0301619d13,t52_20200625-105514_25
s52_1593064560770_24,1039c36f-9f26-4002-9f42-64489b1e21fe,t52_20200625-105514_24
s52_1593064978240_27,34b6b933-e001-46fe-932e-ea11aec4a0e0,t52_20200625-105514_27
s52_1593065146065_28,69eb87ac-ca1d-4546-9bea-b435e7afe787,t52_20200625-105514_28
s52_1593064783061_26,edb997ec-b9b9-4706-8fc5-48c2b93edf5a,t52_20200625-105514_26
s52_1593064607672_25,c6654b46-f240-4bb0-b4b9-c8416de49938,t52_20200625-105514_25
s52_1593065010509_28,057dcd34-595e-4d5d-9005-b94d5d926b3d,t52_20200625-105514_28
s52_1593065218675_29,00008a24-09fa-4191-a17f-b905000afb71,t52_20200625-105514_29
s52_1593064845578_27,258862c5-ea27-4126-90e0-65a52f4ac062,t52_20200625-105514_27
s52_1593064660117_26,a3647eee-2104-4c59-ad41-6f5315fc7601,t52_20200625-105514_26
s52_1593065077825_29,b1593081-80af-45b1-a5d2-3939ca2401f8,t52_20200625-105514_29
s52_1593064879217_28,15c31a8e-caaf-41e6-9ed2-e184d347834c,t52_20200625-105514_28
s52_1593065256993_30,6946a870-a048-4f4d-a5fd-6d15275952e7,t52_20200625-105514_30
s52_1593064706316_27,2d48b67c-4d16-4519-9de7-6278003ac29a,t52_20200625-105514_27
s52_1593064948095_29,a6914a71-5887-43f6-a390-75aceb86fe0e,t52_20200625-105514_29
s52_1593065297167_31,68b2f8f6-7f76-4e06-b45c-63efb15eff9d,t52_20200625-105514_31
s52_1593064750106_28,fb4c40ef-c89b-4334-8320-bd7c79a7bbfc,t52_20200625-105514_28
s52_1593065127537_30,660d55b3-6a5f-44ac-94e5-722852fafafa,t52_20200625-105514_30
s52_1593065171673_31,ee82cc4f-a646-48f4-83d6-a33ecfadfc6a,t52_20200625-105514_31
s52_1593065356971_32,73a2e64c-e9b5-4428-af81-7a86bed20be1,t52_20200625-105514_32
s52_1593064818553_29,0e91d6ec-9788-4202-b890-fa79fc67ae9d,t52_20200625-105514_29
s52_1593064994029_30,a0cce9ef-d10b-4fc9-b7f9-d742cda35c0e,t52_20200625-105514_30
s52_1593065224053_32,fe737f96-5d18-47bb-a04f-01becc366889,t52_20200625-105514_32
s52_1593065043670_31,fc540231-1a2a-48e4-a764-8d7a578d7854,t52_20200625-105514_31
s52_1593065417635_33,5966804a-88d6-4d53-8593-957ce69023f3,t52_20200625-105514_33
s52_1593064862039_30,72f8ff08-daed-491e-8523-3d6b938bb2cc,t52_20200625-105514_30
s52_1593065283088_33,5afce49c-539a-452b-bc50-3fffcff85ad6,t52_20200625-105514_33
s52_1593064904083_31,254ac36a-9178-44bf-a3ac-9e22e8bc1938,t52_20200625-105514_31
s52_1593065462200_34,599d4364-6706-4b1c-a984-bd30c9f4765c,t52_20200625-105514_34
s52_1593065090311_32,a23a97a5-2d53-445e-981b-c21ae059ca22,t52_20200625-105514_32
s52_1593065329160_34,28b6d3ae-5e47-46bd-b84d-b366001ef181,t52_20200625-105514_34
s52_1593065152916_33,27097641-830d-4842-9173-8196218de3e6,t52_20200625-105514_33
s52_1593064967972_32,66c070d5-c44e-4fcd-9a74-f26a10f45aa4,t52_20200625-105514_32
s52_1593065521796_35,f01bfa13-594c-45ad-9994-8a4cb733aa17,t52_20200625-105514_35
s52_1593065381792_35,e752be33-f638-4e78-9605-193a680f7d26,t52_20200625-105514_35
s52_1593065014722_33,f3bba8e9-4242-45a0-b7fb-761aa0c76e2c,t52_20200625-105514_33
s52_1593065196878_34,b67db40a-a761-4b62-b021-8655430a4e08,t52_20200625-105514_34
s52_1593065550351_36,216c23bd-a627-4495-abf0-ab10c7eda3bc,t52_20200625-105514_36
s52_1593065413637_36,7b3a7fe5-913e-4f51-bde7-b47b3b2de153,t52_20200625-105514_36
s52_1593065613480_37,6c0b208b-5064-405a-9591-c7f6ca579cc1,t52_20200625-105514_37
s52_1593065063763_34,8864010a-3753-4c35-a6b4-13f433012f75,t52_20200625-105514_34
s52_1593065245484_35,a4cbe8ad-2087-40ae-982f-0c136b08ce5d,t52_20200625-105514_35
s52_1593065483456_37,eddfe4be-c777-48b2-9861-0bde0ab45725,t52_20200625-105514_37
s52_1593065284731_36,b685421c-fb01-4a4b-aa35-06afb57f8a10,t52_20200625-105514_36
s52_1593065682666_38,fa6db365-3dd3-4343-8d68-80ab9d59b849,t52_20200625-105514_38
s52_1593065108583_35,44685ce7-ffba-4ed7-b616-d0f8f08a9b29,t52_20200625-105514_35
s52_1593065547563_38,43cf9370-06f1-4bf1-a6b6-9823225f99f3,t52_20200625-105514_38
s52_1593065732465_39,0da2be0b-301e-4699-9b0d-c8df0eceb232,t52_20200625-105514_39
s52_1593065349620_37,f2e6dbd0-14bb-4f0d-9075-7f31c36f8c2e,t52_20200625-105514_37
s52_1593065157293_36,bc496dd6-864b-45e3-bb22-f3b378d7aac3,t52_20200625-105514_36
s52_1593065410458_38,47714cd1-3b48-4efe-9380-05360828ef35,t52_20200625-105514_38
s52_1593065595190_39,f392c8bc-2161-450d-bc87-abab04d28d50,t52_20200625-105514_39
s52_1593065214258_37,9f69f4e8-e46c-4d5d-8766-f48bb14ac123,t52_20200625-105514_37
s52_1593065747852_40,cfd8684c-928d-4f18-aca0-c23ae10ac75d,t52_20200625-105514_40
s52_1593065276785_38,17daab40-8a0e-468f-b373-99c64ca4fe06,t52_20200625-105514_38
s52_1593065623253_40,92a1db4a-aa75-4f19-897c-867b0e49d48b,t52_20200625-105514_40
s52_1593065460166_39,27fcbdfd-971c-43f3-9c73-50bf39967cde,t52_20200625-105514_39
s52_1593065827027_41,c66812d8-dda5-4893-8f43-a008397a73d6,t52_20200625-105514_41
s52_1593065699412_41,eb3e490d-dc6f-4725-bfc9-48d4689c6d0a,t52_20200625-105514_41
s52_1593065495309_40,754fb35f-e52e-4bea-84e2-27ab19d56d84,t52_20200625-105514_40
s52_1593065329895_39,c3477a15-84f0-4b5e-a1de-5885d7a76539,t52_20200625-105514_39
s52_1593065557201_41,01c7546b-1154-483e-863f-cdf3c018a81c,t52_20200625-105514_41
s52_1593065358445_40,2e17de04-9ed5-47db-a619-795e90f09a97,t52_20200625-105514_40
s52_1593065418850_41,f7d67566-d91a-4ce2-8f0c-d913c023a74a,t52_20200625-105514_41
s52_1593065873644_42,fa9ffca3-a12a-427f-9eea-8b084d785d60,t52_20200625-105514_42
s52_1593065742449_42,d741b16d-278b-41fe-be98-5d1bb465c2cd,t52_20200625-105514_42
s52_1593065922616_43,a969ca76-d220-4ea4-9bbd-9dcee210de07,t52_20200625-105514_43
s52_1593065972323_44,52bfecc4-fa5b-45fb-997f-f1d090643675,t52_20200625-105514_44
s52_1593065610113_42,c8fccadc-beb1-48fd-b097-6ea5b92e2f99,t52_20200625-105514_42
s52_1593065783308_43,31656b33-9251-4817-b78a-8fdf210b94f2,t52_20200625-105514_43
s52_1593065842662_44,c470e581-7d5a-4d61-9a09-55fe9080cdd3,t52_20200625-105514_44
s52_1593065480988_42,433d85e2-1709-4cc7-96d4-e9446f73f6e1,t52_20200625-105514_42
s52_1593065992279_45,a69ad567-0950-4c7b-839f-70fe26cfe36a,t52_20200625-105514_45
s52_1593065649993_43,1965f96d-e9ad-47a6-bdf9-582f2f75df40,t52_20200625-105514_43
s52_1593065860830_45,c9a60a83-c637-4774-9b70-228e2afa1e65,t52_20200625-105514_45
s52_1593065711257_44,c9f629d6-41e6-4cb6-9b12-ea010024c610,t52_20200625-105514_44
s52_1593066036983_46,a8af0cb9-4625-4ab1-afb7-12ca74a49f35,t52_20200625-105514_46
s52_1593065520067_43,ac400dbe-ec9b-4837-a566-22ad1e27e9a8,t52_20200625-105514_43
s52_1593065730262_45,ef259a32-92ce-41bf-b97d-dd182351307b,t52_20200625-105514_45
s52_1593065577345_44,ca85cafc-348e-4a70-a04f-9331e255ea15,t52_20200625-105514_44
s52_1593065904231_46,aa3bbabd-7288-41e6-808a-a6c75c13f20a,t52_20200625-105514_46
s52_1593066113860_47,e703a957-ed7f-4ee2-9e42-79a28ca6e819,t52_20200625-105514_47
s52_1593065597609_45,6e7ad831-ef29-4a24-97de-21668d6596ce,t52_20200625-105514_45
s52_1593065990971_47,48457c1d-0375-4733-bf9c-deea0917f6be,t52_20200625-105514_47
s52_1593065770433_46,1e4633ce-802e-47a4-ab18-a14fe72b9e52,t52_20200625-105514_46
s52_1593066147669_48,b0e84c8a-4f97-4792-b8c3-e5c5ccb83f11,t52_20200625-105514_48
s52_1593065856107_47,21da01ad-67a7-40fa-9e5f-892797682b74,t52_20200625-105514_47
s52_1593066010494_48,6f15aa27-9658-4d24-9dc6-cfee8694f69d,t52_20200625-105514_48
s52_1593065643095_46,03a1a53b-2bd9-4583-8dc3-4d0bff9e986b,t52_20200625-105514_46
s52_1593066205648_49,8d70846b-3572-4064-a29e-69427d5142fd,t52_20200625-105514_49
s52_1593065718401_47,4a9146d9-f5ab-46c1-9445-8d3f762b06a2,t52_20200625-105514_47
s52_1593066082508_49,ee102a94-c951-48f3-a13a-545f73d6b9c9,t52_20200625-105514_49
s52_1593066278831_50,010d6e69-c4d1-4f39-8425-166c834494ea,t52_20200625-105514_50
s52_1593065878662_48,dca2de24-71ce-4919-b6fd-7ba72f0c1693,t52_20200625-105514_48
s52_1593066142545_50,a7f6a47f-11a7-49d4-a4cb-480d5ee151aa,t52_20200625-105514_50
s52_1593065950335_49,b34f59a3-5773-499e-9195-568bcefac9ad,t52_20200625-105514_49
s52_1593065751490_48,746bf3db-0cbf-4145-b5ee-d82d580ab23f,t52_20200625-105514_48
s52_1593066304903_51,62fbb960-99d3-441a-a031-53fdfe30b218,t52_20200625-105514_51
s52_1593065819367_49,a64f9183-765d-4511-9b65-64da545ee992,t52_20200625-105514_49
s52_1593066002408_50,c7dbc9d2-9a96-4357-8b1c-7e1f69002edc,t52_20200625-105514_50
s52_1593066171943_51,ebe62b99-a749-4ea2-8f04-4bdbaba68d86,t52_20200625-105514_51
s52_1593066358936_52,63fb6856-fc6d-4ef6-ac2d-1432cc74dc3a,t52_20200625-105514_52
s52_1593065874514_50,10e2d8ad-ccd7-4f02-be87-8dff058c5541,t52_20200625-105514_50
s52_1593066231008_52,cbee0c93-1dd8-43c3-987f-b9956276d2cb,t52_20200625-105514_52
s52_1593066031424_51,ec74fe62-c79b-4e3b-9bc0-4fab931a8aab,t52_20200625-105514_51
s52_1593066418538_53,a50ff15e-b15a-4104-b879-3244427461b6,t52_20200625-105514_53
s52_1593065900747_51,835ac802-fa17-4247-ba22-842a234ddc7e,t52_20200625-105514_51
s52_1593066286357_53,17623e67-eace-4824-841c-97d5542917a0,t52_20200625-105514_53
s52_1593066099298_52,29b50118-f9c3-4522-b4b8-88840e76b908,t52_20200625-105514_52
s52_1593066448621_54,f032107d-4d57-40f6-8f57-6d54fe63b8c1,t52_20200625-105514_54
s52_1593065963311_52,1886ecef-58eb-46c9-b136-9f6c12ca0dcc,t52_20200625-105514_52
s52_1593066317975_54,2466f57a-c4e0-418c-a6ce-383df74a975f,t52_20200625-105514_54
s52_1593066154497_53,b4e95015-461a-4c0c-b6f2-faee6f014273,t52_20200625-105514_53
s52_1593066480386_55,4dfae457-fce7-4dac-88d2-ee306ae891e3,t52_20200625-105514_55
s52_1593066349468_55,9bb0951f-bc53-42ee-a622-03e1e17cafdb,t52_20200625-105514_55
s52_1593066028312_53,e1877b24-f129-4405-9520-23a1e5e919e4,t52_20200625-105514_53
s52_1593066191137_54,3062a456-72c4-482a-9c2a-a255b082c0ab,t52_20200625-105514_54
s52_1593066567540_56,2c7d2e01-2538-43fd-a4c5-e719c7d80702,t52_20200625-105514_56
s52_1593066434737_56,1a5bcb1c-7fb6-410d-8b96-1cb5ced2ca20,t52_20200625-105514_56
s52_1593066053544_54,a5fe76d4-19c2-40e6-b6f2-d0fc3f870cf9,t52_20200625-105514_54
s52_1593066227807_55,96e3e2f7-133b-4069-8f14-475de756a0e3,t52_20200625-105514_55
s52_1593066598883_57,db8682af-d949-4710-b4b9-30eef475aeb2,t52_20200625-105514_57
s52_1593066093580_55,78976ab2-a5c4-40c9-aaf4-575828dc98fa,t52_20200625-105514_55
s52_1593066467108_57,8de7b630-28d0-44f3-9e67-29a3e1d5d4f0,t52_20200625-105514_57
s52_1593066674910_58,7350d3b7-f735-4786-8182-51784ec9c847,t52_20200625-105514_58
s52_1593066299095_56,971cb56b-bdca-4971-a93e-2a7c48c220c9,t52_20200625-105514_56
s52_1593066552493_58,693a1822-ffc7-4596-84c1-0a8a4c848172,t52_20200625-105514_58
s52_1593066166708_56,fe1ef2d4-dc47-4302-9195-760c9ee84aea,t52_20200625-105514_56
s52_1593066330342_57,0e9f99bf-706a-4dcc-a1a4-ff5b37253b7f,t52_20200625-105514_57
s52_1593066712407_59,a85d545f-3bf9-445b-8231-3ffb5596bd83,t52_20200625-105514_59
s52_1593066582288_59,a3453a03-c0ee-4887-91f7-ae07beeddc38,t52_20200625-105514_59
s52_1593066206447_57,56d8cc58-030e-4efe-881c-c34a7ba8fb1f,t52_20200625-105514_57
s52_1593066423650_58,1ec2f828-b893-47ae-8edb-86c03c582cd8,t52_20200625-105514_58
s52_1593066744086_60,2506e230-fa68-4ba5-b94a-486cd4174b9c,t52_20200625-105514_60
s52_1593066613839_60,516af8b2-58e1-4df0-9447-b0c2594792fb,t52_20200625-105514_60
s52_1593066286903_58,feb01453-bcd6-4c2c-b859-4a25bdf90d78,t52_20200625-105514_58
s52_1593066452233_59,06394ca4-f380-4666-aaa6-88656e27fddf,t52_20200625-105514_59
s52_1593066813887_61,7930ae81-88ad-47c2-ae4f-ed6df71bf87a,t52_20200625-105514_61
s52_1593066683666_61,bd38eaf8-7f18-4062-bcf4-165ef31c2a13,t52_20200625-105514_61
s52_1593066489577_60,9e4dcb07-e0b7-4efb-aea5-86e6a9a828d8,t52_20200625-105514_60
s52_1593066837845_62,c7de4422-7243-4839-ae74-da4a1596c3e0,t52_20200625-105514_62
s52_1593066324857_59,588c3ff4-59b8-4fd2-b657-cbd27597ce30,t52_20200625-105514_59
s52_1593066546892_61,014f98b0-0b27-4a4f-b4fc-3e7c482124e6,t52_20200625-105514_61
s52_1593066356539_60,cbe0740e-9934-4f28-9112-af1fdd43c1e8,t52_20200625-105514_60
s52_1593066708642_62,dc98068e-29e7-442e-bccf-6513e83072ed,t52_20200625-105514_62
s52_1593066906881_63,42ef05b8-4c3c-41f3-a12b-fcec9c25d45f,t52_20200625-105514_63
s52_1593066421894_61,778da00b-246d-427d-8000-5dd562021132,t52_20200625-105514_61
s52_1593066958211_64,e6479978-ca46-4d68-8f0b-10c7d1b8e718,t52_20200625-105514_64
s52_1593066768979_63,77df2ad4-ad61-4fb3-8562-fa2d9797e5a8,t52_20200625-105514_63
s52_1593066582404_62,1c11288f-7f85-475e-bc76-2a239ee6e3eb,t52_20200625-105514_62
s52_1593066829123_64,c20d19ca-74ba-459e-a3c7-41f4eb9d3a29,t52_20200625-105514_64
s52_1593067021343_65,aa7f2d9b-e09b-4623-9df9-7ce7c28d7476,t52_20200625-105514_65
s52_1593066636061_63,27888871-4fb0-4851-bad8-4cfe37315ef3,t52_20200625-105514_63
s52_1593066450126_62,730e554f-b405-461d-b573-c7b0d10f53e5,t52_20200625-105514_62
s52_1593066879886_65,079b2be5-15c0-4256-bc0d-fa3358733831,t52_20200625-105514_65
s52_1593067073090_66,eb898271-f337-4109-8278-cd845fe1736a,t52_20200625-105514_66
s52_1593066696759_64,52c451f9-63ea-47b7-8871-a188f10d50ef,t52_20200625-105514_64
s52_1593066501623_63,62040022-0e19-4f8a-8c45-906d9bf3426b,t52_20200625-105514_63
s52_1593066752721_65,035f1a1c-f9f5-4b06-86ae-b23aac547812,t52_20200625-105514_65
s52_1593066562453_64,c5da9a43-e050-42ed-91f0-b3b818fd7911,t52_20200625-105514_64
s52_1593066931836_66,0e87cd69-01fa-44c4-b895-d44b3f03d580,t52_20200625-105514_66
s52_1593067095364_67,cac626f7-ac54-44c0-a30b-9fcd0ccac360,t52_20200625-105514_67
s52_1593066614621_65,5c36a02d-1a1e-44f6-be29-b4078667419a,t52_20200625-105514_65
s52_1593066961762_67,ed789981-d1f2-4afd-8177-fa55dd3e22f4,t52_20200625-105514_67
s52_1593067154173_68,d8f18241-4534-4f60-94c0-8c5dedf80a6c,t52_20200625-105514_68
s52_1593066800614_66,0ecbc96c-ca62-42d8-8e76-96d7ee04efd0,t52_20200625-105514_66
s52_1593067222006_69,2d41dd1f-af86-483b-8595-6d9693ccbcff,t52_20200625-105514_69
s52_1593067032112_68,e641cc45-5c13-4a08-8593-c7b79e1e60db,t52_20200625-105514_68
s52_1593066675952_66,958fbfef-5de4-491b-8b65-b910f4458756,t52_20200625-105514_66
s52_1593066829244_67,631088d0-8bdb-4e48-8b86-bcc0a2c9286e,t52_20200625-105514_67
s52_1593067085878_69,f21f0b10-8bda-4ba7-9f5f-bc00a68a18d7,t52_20200625-105514_69
s52_1593067265792_70,a3d8241f-ae0e-42ce-99a7-d4bb00db0438,t52_20200625-105514_70
s52_1593066889572_68,76a36b19-b0c1-45c4-8ccf-1843488aad52,t52_20200625-105514_68
s52_1593066700827_67,5fd6c06b-4886-4d01-9011-d38a39b3863c,t52_20200625-105514_67
s52_1593067131684_70,bf5d2c0a-6a0d-4da0-84aa-b0c68a0be754,t52_20200625-105514_70
s52_1593066939730_69,6b9ecce1-46b9-4ad9-be69-da4308f88f2e,t52_20200625-105514_69
s52_1593067345848_71,7af3aa9c-e5b7-4a97-896c-3b8f180bcef2,t52_20200625-105514_71
s52_1593066754003_68,763174eb-1e3f-4b3b-97d8-b1a812e91fa6,t52_20200625-105514_68
s52_1593067004542_70,a8caa638-fcb2-47a6-b1b0-238c61d857e6,t52_20200625-105514_70
s52_1593067205600_71,bf5592bd-1044-4cef-aae7-95ecdb78655f,t52_20200625-105514_71
s52_1593066813828_69,2b974011-8487-4b01-a338-916b131ad34b,t52_20200625-105514_69
s52_1593067344817_72,363f1611-9821-4e60-8e6c-4a4d00d27d01,t52_20200625-105514_72
s52_1593067218921_72,ffc0fcb3-cecb-4e9a-84b9-658228332004,t52_20200625-105514_72
s52_1593066870952_70,692642a5-3f02-4f63-82bf-39dd86065f7f,t52_20200625-105514_70
s52_1593067076125_71,6d9d1600-ebd4-4dd5-81fd-dcbfc84cc992,t52_20200625-105514_71
s52_1593067422824_73,50e7b03e-7178-46a3-9eea-080c8ce5c165,t52_20200625-105514_73
s52_1593067287795_73,9ad0683c-57be-49b6-8e7f-8c9d73cf9768,t52_20200625-105514_73
s52_1593067086817_72,7de906c4-bedd-4396-a627-745483702fee,t52_20200625-105514_72
s52_1593067480706_74,c2592e93-9756-49d4-9137-be13f1884de2,t52_20200625-105514_74
s52_1593066927364_71,4e744b5e-6f30-4739-a279-b387d9be0767,t52_20200625-105514_71
s52_1593067353774_74,11ca91d4-04da-4040-8653-c99da70ef135,t52_20200625-105514_74
s52_1593066945354_72,a80c2f04-51aa-45ba-a77f-caa5868e1799,t52_20200625-105514_72
s52_1593067158307_73,0ccd192d-7e30-4420-afef-aeb70105cdbd,t52_20200625-105514_73
s52_1593067537677_75,1fbfeae5-4a99-47ff-9922-01c7511e9d30,t52_20200625-105514_75
s52_1593067410257_75,87091331-df59-48aa-9511-8cafec6549f4,t52_20200625-105514_75
s52_1593067213381_74,32b25a44-83a6-45e7-bb7d-d5be4b05d30c,t52_20200625-105514_74
s52_1593067031776_73,c317aaf7-3e40-4086-98fa-4df981ce592a,t52_20200625-105514_73
s52_1593067567290_76,15fb0ff5-15c8-49c5-b6b3-5fd695685cd0,t52_20200625-105514_76
s52_1593067434555_76,1b6af56b-786d-4eea-aa0c-407cccd2ea4b,t52_20200625-105514_76
