studentextuserid,classcode
std_1590566936635_312,9vJz-thJP
std_1590566937643_313,cmsv-pU9L
std_1590566938652_314,p98N-tG3L
std_1590566939660_315,VmzJ-72h6
std_1590566940668_316,KQmP-JYw6
std_1590566941676_317,9AB4-NbRD
std_1590566942685_318,wPXJ-tmxj
std_1590566943693_319,yv73-xJzm
std_1590566944700_320,fm8K-BA27
std_1590566945708_321,238p-2EPV
std_1590566946716_322,Nc3x-VBV4
std_1590566947726_323,FWCx-vP28
std_1590566948735_324,w74B-8bp3
std_1590566949743_325,2aQi-U7Dk
std_1590566950752_326,Yc28-62Du
std_1590566951760_327,xU8H-QTZo
std_1590566952768_328,G4Nv-axR7
std_1590566953777_329,n97m-jFgW
std_1590566954788_330,YTh9-8UYb
std_1590566955796_331,3ULW-9k7k
std_1590566956807_332,BjAQ-j3fA
std_1590566957816_333,2T92-t2No
std_1590566958824_334,yEWn-W4wE
std_1590566959832_335,G3f4-m2Uh
std_1590566960843_336,HufJ-bQZ8
std_1590566961851_337,d8Wk-HcD8
std_1590566962858_338,Yerj-94uY
std_1590566963867_339,hEqh-Mrc7
std_1590566964875_340,Q8bN-genD
std_1590566965883_341,7G7H-3dsd
std_1590566966891_342,9ZWB-Hm9V
std_1590566967900_343,Wk23-J9Jk
std_1590566968909_344,3d68-6UX4
std_1590566969919_345,9ZC9-4T7X
std_1590566970927_346,Rr2B-k2v8
std_1590566971937_347,3ARV-axB9
std_1590566972944_348,h9P6-9mrx
std_1590566973954_349,j2Ld-t42M
std_1590566974962_350,V7EH-9TJn
std_1590566975970_351,8FeF-gQjK
std_1590566976980_352,2dnL-UWQg
std_1590566977990_353,C4ex-MB7E
std_1590566978998_354,yrFT-8EsA
std_1590566980007_355,iJ3w-76Rt
std_1590566981015_356,fH8p-bo2C
std_1590566982023_357,Rm2y-9rdY
std_1590566983032_358,w98X-JziZ
std_1590566984041_359,YkQM-zpfV
std_1590566985049_360,G3Kt-6ua4
std_1590566986097_361,k3Xs-ytd7
std_1590566987105_362,v6Hn-7opv
std_1590566988113_363,3xf4-j8HC
std_1590566989121_364,Dq76-nz8K
std_1590566990130_365,Nvce-PDfM
std_1590566991139_366,U89X-bg7y
std_1590566992147_367,oTDi-HT3N
std_1590566993155_368,XQWp-o89c
std_1590566994163_369,U32f-U7fb
std_1590566995173_370,gha3-w7X8
std_1590566996181_371,fskq-z4B7
std_1590566997188_372,67tx-BuJQ
